策略,方向,入场时间,出场时间,入场价,出场价,初始止损,最终止损,目标价,强平价,杠杆,保证金比例,保证金U,名义仓位U,盈亏U,收益率,入场前权益,出场后权益,出场原因,持仓小时,备注
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-08-18 08:00,2023-08-22 08:00,26611.44,26128.51,27815.22,27089.40,23000.09,29605.23,8,10%,117.68,941.41,16.15,1.37%,1176.77,1192.92,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-08-30 04:00,2023-08-30 22:45,27831.68,27057.79,27060.49,27060.49,30145.25,24700.62,8,10%,119.29,954.34,-27.48,-2.30%,1192.92,1165.44,初始止损,18.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-09-12 00:00,2023-09-12 11:15,25107.69,25673.22,25670.65,25670.65,23418.80,27932.30,8,10%,116.54,932.35,-21.94,-1.88%,1165.44,1143.50,初始止损,11.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-09-15 00:00,2023-09-19 00:00,26697.37,27264.87,25886.79,26405.11,29129.12,23693.92,8,10%,114.35,914.80,18.52,1.62%,1143.50,1162.02,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-09-29 00:00,2023-10-03 00:00,27031.00,28024.10,26408.54,27833.10,28898.39,23990.02,8,10%,116.20,929.62,33.21,2.86%,1162.02,1195.23,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-10-11 12:00,2023-10-15 12:00,27007.30,26885.59,27608.54,27279.27,25203.58,30045.62,8,10%,119.52,956.18,3.36,0.28%,1195.23,1198.58,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-10-16 16:00,2023-10-16 21:15,27852.78,29429.96,27326.08,27326.08,29432.90,24719.35,8,10%,119.86,958.86,53.31,4.45%,1198.58,1251.89,目标止盈,5.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-10-17 00:00,2023-10-21 00:00,28071.91,29551.74,27065.26,29025.00,31091.84,24913.82,8,10%,125.19,1001.51,51.77,4.14%,1251.89,1303.66,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-10-23 12:00,2023-10-24 06:30,30741.47,33588.97,29791.19,31035.71,33592.33,27283.06,8,10%,130.37,1042.93,95.51,7.33%,1303.66,1399.17,目标止盈,18.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-10-24 08:00,2023-10-28 08:00,33101.61,33887.91,31292.51,33101.61,38528.91,29377.68,8,10%,139.92,1119.34,25.46,1.82%,1399.17,1424.63,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-11-02 08:00,2023-11-02 23:30,35421.94,34543.98,34259.13,34547.44,38910.37,31436.97,8,10%,142.46,1139.70,-29.37,-2.06%,1424.63,1395.25,跟踪止损,15.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-11-10 00:00,2023-11-10 00:30,37133.81,35805.35,35808.93,35808.93,41108.46,32956.26,8,10%,139.53,1116.20,-41.03,-2.94%,1395.25,1354.22,初始止损,0.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-12-01 20:00,2023-12-04 14:15,38587.06,41638.34,37568.58,40327.59,41642.51,34246.01,8,10%,135.42,1083.38,84.54,6.24%,1354.22,1438.77,目标止盈,66.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-12-04 16:00,2023-12-07 17:15,41464.15,43052.80,40267.77,43057.11,45053.28,36799.43,8,10%,143.88,1151.01,42.93,2.98%,1438.77,1481.69,跟踪止损,73.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-01-19 04:00,2024-01-23 04:00,41022.10,39819.98,42617.48,41022.10,36235.96,45637.08,8,10%,148.17,1185.36,33.57,2.27%,1481.69,1515.26,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-01-23 20:00,2024-01-24 18:45,38847.91,40405.74,40401.70,40401.70,34186.56,43218.31,8,10%,151.53,1212.21,-49.85,-3.29%,1515.26,1465.42,初始止损,22.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-01-28 16:00,2024-01-31 18:45,42397.04,42410.63,41197.79,42414.87,45994.77,37627.37,8,10%,146.54,1172.33,-0.80,-0.05%,1465.42,1464.62,跟踪止损,74.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-02-09 00:00,2024-02-12 23:00,45438.74,48938.87,44270.40,47405.38,48943.77,40326.88,8,10%,146.46,1171.69,89.04,6.08%,1464.62,1553.66,目标止盈,95.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-02-13 00:00,2024-02-17 00:00,49943.79,51890.01,48205.24,50714.22,55159.46,44325.12,8,10%,155.37,1242.93,47.17,3.04%,1553.66,1600.82,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-02-27 12:00,2024-02-29 00:30,55758.48,61798.36,53743.12,59129.35,61804.54,49485.65,8,10%,160.08,1280.66,137.37,8.58%,1600.82,1738.20,目标止盈,36.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-03-04 20:00,2024-03-05 13:00,65300.83,65509.05,62666.78,65515.60,73202.98,57954.49,8,10%,173.82,1390.56,3.04,0.17%,1738.20,1741.24,跟踪止损,17.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-03-20 08:00,2024-03-21 04:15,61930.01,66531.99,66525.33,66525.33,48144.03,68897.13,8,10%,174.12,1392.99,-104.96,-6.03%,1741.24,1636.28,初始止损,20.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-04-03 00:00,2024-04-04 22:30,64883.11,67878.66,67871.88,67871.88,55916.81,72182.46,8,10%,163.63,1309.03,-61.77,-3.78%,1636.28,1574.51,初始止损,46.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-04-08 16:00,2024-04-09 16:00,70721.37,69761.92,68249.26,69768.90,78137.71,62765.22,8,10%,157.45,1259.61,-18.34,-1.16%,1574.51,1556.17,跟踪止损,24.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-04-14 04:00,2024-04-14 06:30,64773.52,64028.52,68268.79,64022.12,54287.71,72060.54,8,10%,155.62,1244.93,13.08,0.84%,1556.17,1569.25,跟踪止损,2.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-04-29 12:00,2024-04-30 07:00,62272.77,64234.90,64228.48,64228.48,56405.66,69278.46,8,10%,156.92,1255.40,-40.83,-2.60%,1569.25,1528.42,初始止损,19.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-04-30 20:00,2024-05-03 02:45,61205.88,59509.99,63592.19,59504.04,54046.95,68091.54,8,10%,152.84,1222.73,32.67,2.14%,1528.42,1561.09,跟踪止损,54.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-05-18 00:00,2024-05-22 00:00,67206.72,69831.02,64891.52,69200.40,74152.32,59645.96,8,10%,156.11,1248.87,47.49,3.04%,1561.09,1608.58,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-06-05 00:00,2024-06-08 02:00,70455.74,69577.20,68498.56,69584.15,76327.29,62529.47,8,10%,160.86,1286.87,-17.33,-1.08%,1608.58,1591.26,跟踪止损,74.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-06-11 16:00,2024-06-12 03:45,67554.24,67561.00,69148.29,67554.24,62772.11,75154.10,8,10%,159.13,1273.01,-1.40,-0.09%,1591.26,1589.86,保本止损,11.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-06-15 04:00,2024-06-19 04:00,65516.05,64426.64,67810.19,66881.61,58633.63,72886.60,8,10%,158.99,1271.89,19.89,1.25%,1589.86,1609.75,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-06-21 20:00,2024-06-25 10:30,63768.22,60661.94,65618.60,60655.87,58217.10,70942.15,8,10%,160.97,1287.80,61.47,3.82%,1609.75,1671.22,跟踪止损,86.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-07-04 12:00,2024-07-05 20:30,59099.79,56073.86,61382.56,56068.25,52251.47,65748.52,8,10%,167.12,1336.98,67.15,4.02%,1671.22,1738.37,跟踪止损,32.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-07-15 12:00,2024-07-16 16:15,62652.06,62645.80,60316.37,62652.06,69659.15,55603.71,8,10%,173.84,1390.70,-1.53,-0.09%,1738.37,1736.84,保本止损,28.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-07-17 04:00,2024-07-21 04:00,65184.52,67224.18,62424.32,64210.40,73465.12,57851.26,8,10%,173.68,1389.47,42.07,2.42%,1736.84,1778.91,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-07-22 08:00,2024-07-24 00:45,68177.02,65938.42,65945.02,65945.02,74873.02,60507.10,8,10%,177.89,1423.13,-48.13,-2.71%,1778.91,1730.78,初始止损,40.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-07-28 00:00,2024-07-28 04:15,68881.29,66693.06,66699.73,66699.73,75425.97,61132.14,8,10%,173.08,1384.62,-45.35,-2.62%,1730.78,1685.43,初始止损,4.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-08-02 00:00,2024-08-02 06:15,62900.51,65502.61,65496.06,65496.06,55113.85,69976.82,8,10%,168.54,1348.34,-57.16,-3.39%,1685.43,1628.28,初始止损,6.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-08-03 08:00,2024-08-05 14:00,61484.65,51696.15,64749.21,56272.53,51690.98,68401.67,8,10%,162.83,1302.62,206.18,12.66%,1628.28,1834.46,目标止盈,54.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-09-04 12:00,2024-09-08 12:00,56660.23,54403.54,58991.53,55429.03,49666.35,63034.51,8,10%,183.45,1467.57,57.01,3.11%,1834.46,1891.47,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-09-19 08:00,2024-09-23 08:00,61774.08,63582.74,59160.91,60924.59,69613.57,54824.49,8,10%,189.15,1513.18,42.77,2.26%,1891.47,1934.24,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-09-23 12:00,2024-09-27 12:00,64370.84,65353.86,62315.39,63287.63,70537.19,57129.12,8,10%,193.42,1547.39,22.07,1.14%,1934.24,1956.31,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-10-02 04:00,2024-10-05 01:00,61758.92,62314.42,63738.62,62308.19,55819.85,68706.80,8,10%,195.63,1565.05,-15.65,-0.80%,1956.31,1940.66,跟踪止损,69.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-10-11 04:00,2024-10-11 21:30,59730.83,61749.78,61743.61,61743.61,53692.49,66450.54,8,10%,194.07,1552.53,-54.06,-2.79%,1940.66,1886.60,初始止损,17.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-10-14 20:00,2024-10-15 22:30,64931.29,65649.51,63057.76,65656.07,70551.89,57626.52,8,10%,188.66,1509.28,15.18,0.80%,1886.60,1901.78,跟踪止损,26.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-10-19 00:00,2024-10-22 08:30,68748.67,66606.40,66613.07,66613.07,75155.50,61014.45,8,10%,190.18,1521.42,-48.91,-2.57%,1901.78,1852.87,初始止损,80.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-10-29 08:00,2024-10-30 21:30,69978.90,71501.32,68170.27,71508.47,75404.77,62106.27,8,10%,185.29,1482.30,30.75,1.66%,1852.87,1883.62,跟踪止损,37.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-11-06 12:00,2024-11-10 12:00,74385.34,77212.38,71028.03,73368.54,84457.25,66016.99,8,10%,188.36,1506.90,55.73,2.96%,1883.62,1939.36,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-11-10 16:00,2024-11-12 03:00,78852.18,86743.94,76218.71,82657.83,86752.62,69981.31,8,10%,193.94,1551.49,153.65,7.92%,1939.36,2093.01,目标止盈,35.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-11-12 04:00,2024-11-12 18:45,86169.32,86160.70,82394.11,86169.32,97494.93,76475.27,8,10%,209.30,1674.41,-1.84,-0.09%,2093.01,2091.17,保本止损,14.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-11-14 00:00,2024-11-15 05:00,92570.36,87084.98,87093.69,87093.69,109000.37,82156.19,8,10%,209.12,1672.93,-100.76,-4.82%,2091.17,1990.41,初始止损,29.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2024-11-21 16:00,2024-11-25 16:00,96945.49,98071.59,93097.20,94842.54,108490.39,86039.13,8,10%,199.04,1592.33,16.89,0.85%,1990.41,2007.30,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2024-12-20 20:00,2024-12-21 13:45,92724.23,98177.29,98167.47,98167.47,76394.50,103155.70,8,10%,200.73,1605.84,-96.09,-4.79%,2007.30,1911.21,初始止损,17.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-01-04 04:00,2025-01-07 23:00,98607.16,99202.88,95713.30,99212.80,107288.73,87513.85,8,10%,191.12,1528.97,7.70,0.40%,1911.21,1918.92,跟踪止损,91.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-01-09 04:00,2025-01-11 01:45,94235.18,95605.27,97762.47,95595.71,83653.29,104836.63,8,10%,191.89,1535.13,-23.87,-1.24%,1918.92,1895.05,跟踪止损,45.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-01-13 20:00,2025-01-13 23:15,90861.01,93077.46,94095.02,93068.15,81158.98,101082.88,8,10%,189.51,1516.04,-38.52,-2.03%,1895.05,1856.53,跟踪止损,3.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-01-17 20:00,2025-01-20 06:45,102241.22,102231.00,98676.80,102241.22,112934.50,90739.09,8,10%,185.65,1485.23,-1.63,-0.09%,1856.53,1854.90,保本止损,58.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-01-20 16:00,2025-01-21 01:30,107216.52,101289.85,101299.98,101299.98,124966.16,95154.66,8,10%,185.49,1483.92,-83.47,-4.50%,1854.90,1771.43,初始止损,9.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-02-03 12:00,2025-02-03 23:30,94038.70,98608.74,98598.88,98598.88,80358.15,104618.05,8,10%,177.14,1417.14,-70.32,-3.97%,1771.43,1701.11,初始止损,11.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-02-25 08:00,2025-02-27 04:00,91540.94,83199.96,94324.05,86823.33,83191.64,101839.30,8,10%,170.11,1360.89,122.70,7.21%,1701.11,1823.81,目标止盈,44.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-02-28 12:00,2025-03-01 00:30,80443.75,84838.82,85728.87,84830.34,64588.40,89493.68,8,10%,182.38,1459.05,-81.21,-4.45%,1823.81,1742.60,跟踪止损,12.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-03-10 08:00,2025-03-12 02:00,80726.23,82448.45,85406.46,82440.21,66685.51,89807.93,8,10%,174.26,1394.08,-31.15,-1.79%,1742.60,1711.45,跟踪止损,42.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-03-29 20:00,2025-04-01 23:00,82285.77,84795.92,84787.44,84787.44,74780.76,91542.92,8,10%,171.14,1369.16,-43.16,-2.52%,1711.45,1668.29,初始止损,75.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-04-07 16:00,2025-04-07 22:00,75112.09,78934.40,78926.51,78926.51,63668.83,83562.20,8,10%,166.83,1334.63,-69.29,-4.15%,1668.29,1599.00,初始止损,6.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-04-22 00:00,2025-04-23 16:00,88048.00,94431.04,85917.18,91697.47,94440.48,78142.60,8,10%,159.90,1279.20,91.41,5.72%,1599.00,1690.41,目标止盈,40.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-04-26 00:00,2025-04-30 00:00,95030.20,94781.82,92029.47,92029.47,104032.39,84339.30,8,10%,169.04,1352.33,-4.89,-0.29%,1690.41,1685.53,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-05-08 12:00,2025-05-12 12:00,99113.91,104049.49,96471.15,101847.79,107042.20,87963.60,8,10%,168.55,1348.42,65.77,3.90%,1685.53,1751.29,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-05-22 00:00,2025-05-23 20:15,108940.79,107599.04,105428.24,107609.80,119478.45,96684.95,8,10%,175.13,1401.04,-18.65,-1.06%,1751.29,1732.65,跟踪止损,44.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-06-21 04:00,2025-06-23 13:45,103240.87,101695.53,106093.09,101685.36,94684.23,114855.47,8,10%,173.26,1386.12,19.37,1.12%,1732.65,1752.02,跟踪止损,57.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-06-25 20:00,2025-06-29 20:00,107141.01,108417.36,103993.71,104562.17,116582.91,95087.65,8,10%,175.20,1401.61,15.29,0.87%,1752.02,1767.31,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-07-11 04:00,2025-07-14 11:30,113237.42,120562.60,110791.68,117100.97,120574.66,100498.21,8,10%,176.73,1413.84,90.00,5.09%,1767.31,1857.31,目标止盈,79.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-07-14 12:00,2025-07-14 23:45,120813.98,119781.36,118002.03,119793.34,129249.83,107222.41,8,10%,185.73,1485.84,-14.18,-0.76%,1857.31,1843.13,跟踪止损,11.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-08-02 04:00,2025-08-06 04:00,113259.67,113587.86,116499.88,115886.22,103539.06,126001.39,8,10%,184.31,1474.50,-5.75,-0.31%,1843.13,1837.38,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-08-10 12:00,2025-08-11 21:00,118530.45,119473.39,116228.47,119485.34,125436.39,105195.78,8,10%,183.74,1469.90,10.22,0.56%,1837.38,1847.59,跟踪止损,33.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-08-14 04:00,2025-08-14 18:45,122784.48,120794.38,119749.77,120806.46,131888.61,108971.22,8,10%,184.76,1478.08,-25.42,-1.38%,1847.59,1822.17,跟踪止损,14.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-08-18 12:00,2025-08-22 12:00,115245.77,112926.19,117718.35,115031.19,107828.04,128210.92,8,10%,182.22,1457.74,27.90,1.53%,1822.17,1850.07,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2025-08-26 08:00,2025-08-30 08:00,110062.99,108346.63,113553.49,111755.06,99591.49,122445.08,8,10%,185.01,1480.06,21.61,1.17%,1850.07,1871.68,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2025-09-12 08:00,2025-09-16 08:00,115449.44,115303.27,113234.06,114006.00,122095.59,102461.38,8,10%,187.17,1497.34,-3.39,-0.18%,1871.68,1868.29,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
