score,??,??,??,??,??,PF,????,????,????,????,????,????,????,??,???,??R
-10.4604,??????_w40_ATR2.4_RSI52/48_8x_11%_3.5R_???,25,28.0,12.8,14.11,1.26,87.61,-26.96,6,8,8.29,14.14,-3.91,8,0.11,3.5
-10.4604,??????_w40_ATR2.4_RSI54/46_8x_11%_3.5R_???,25,28.0,12.8,14.11,1.26,87.61,-26.96,6,8,8.29,14.14,-3.91,8,0.11,3.5
-10.4604,??????_w40_ATR2.4_RSI56/44_8x_11%_3.5R_???,25,28.0,12.8,14.11,1.26,87.61,-26.96,6,8,8.29,14.14,-3.91,8,0.11,3.5
-10.5172,??????_w35_ATR2.4_RSI52/48_8x_9%_3.5R_???,26,26.92,7.74,11.66,1.19,70.71,-21.98,6,8,6.98,11.69,-5.79,8,0.09,3.5
-10.5172,??????_w35_ATR2.4_RSI54/46_8x_9%_3.5R_???,26,26.92,7.74,11.66,1.19,70.71,-21.98,6,8,6.98,11.69,-5.79,8,0.09,3.5
-10.5172,??????_w35_ATR2.4_RSI56/44_8x_9%_3.5R_???,26,26.92,7.74,11.66,1.19,70.71,-21.98,6,8,6.98,11.69,-5.79,8,0.09,3.5
-10.7606,??????_w35_ATR2.4_RSI52/48_10x_7%_3.5R_???,26,26.92,7.59,11.35,1.19,68.86,-21.38,6,8,6.81,11.38,-5.61,10,0.07,3.5
-10.7606,??????_w35_ATR2.4_RSI54/46_10x_7%_3.5R_???,26,26.92,7.59,11.35,1.19,68.86,-21.38,6,8,6.81,11.38,-5.61,10,0.07,3.5
-10.7606,??????_w35_ATR2.4_RSI56/44_10x_7%_3.5R_???,26,26.92,7.59,11.35,1.19,68.86,-21.38,6,8,6.81,11.38,-5.61,10,0.07,3.5
-10.94,??????_w40_ATR2.4_RSI52/48_8x_7%_3.2R_???,26,30.77,9.53,9.18,1.3,51.5,-17.59,4,9,3.05,9.18,1.4,8,0.07,3.2
-10.94,??????_w40_ATR2.4_RSI54/46_8x_7%_3.2R_???,26,30.77,9.53,9.18,1.3,51.5,-17.59,4,9,3.05,9.18,1.4,8,0.07,3.2
-10.94,??????_w40_ATR2.4_RSI56/44_8x_7%_3.2R_???,26,30.77,9.53,9.18,1.3,51.5,-17.59,4,9,3.05,9.18,1.4,8,0.07,3.2
-11.1538,??????_w40_ATR2.4_RSI52/48_10x_9%_3.5R_???,25,28.0,13.02,14.41,1.26,89.5,-27.57,6,8,8.45,14.45,-4.03,10,0.09,3.5
-11.1538,??????_w40_ATR2.4_RSI54/46_10x_9%_3.5R_???,25,28.0,13.02,14.41,1.26,89.5,-27.57,6,8,8.45,14.45,-4.03,10,0.09,3.5
-11.1538,??????_w40_ATR2.4_RSI56/44_10x_9%_3.5R_???,25,28.0,13.02,14.41,1.26,89.5,-27.57,6,8,8.45,14.45,-4.03,10,0.09,3.5
-11.1741,??????_w40_ATR2.4_RSI52/48_10x_9%_3.2R_???,26,30.77,14.26,14.45,1.28,82.57,-28.78,4,9,4.37,14.45,1.67,10,0.09,3.2
-11.1741,??????_w40_ATR2.4_RSI54/46_10x_9%_3.2R_???,26,30.77,14.26,14.45,1.28,82.57,-28.78,4,9,4.37,14.45,1.67,10,0.09,3.2
-11.1741,??????_w40_ATR2.4_RSI56/44_10x_9%_3.2R_???,26,30.77,14.26,14.45,1.28,82.57,-28.78,4,9,4.37,14.45,1.67,10,0.09,3.2
-11.2269,??????_w35_ATR2.4_RSI52/48_8x_10%_3.5R_???,26,26.92,8.31,12.89,1.18,78.04,-24.38,6,8,7.65,12.92,-6.54,8,0.1,3.5
-11.2269,??????_w35_ATR2.4_RSI54/46_8x_10%_3.5R_???,26,26.92,8.31,12.89,1.18,78.04,-24.38,6,8,7.65,12.92,-6.54,8,0.1,3.5
-11.2269,??????_w35_ATR2.4_RSI56/44_8x_10%_3.5R_???,26,26.92,8.31,12.89,1.18,78.04,-24.38,6,8,7.65,12.92,-6.54,8,0.1,3.5
-11.2269,??????_w35_ATR2.4_RSI52/48_10x_8%_3.5R_???,26,26.92,8.31,12.89,1.18,78.04,-24.38,6,8,7.65,12.92,-6.54,10,0.08,3.5
-11.2269,??????_w35_ATR2.4_RSI54/46_10x_8%_3.5R_???,26,26.92,8.31,12.89,1.18,78.04,-24.38,6,8,7.65,12.92,-6.54,10,0.08,3.5
-11.2269,??????_w35_ATR2.4_RSI56/44_10x_8%_3.5R_???,26,26.92,8.31,12.89,1.18,78.04,-24.38,6,8,7.65,12.92,-6.54,10,0.08,3.5
-11.5269,??????_w35_ATR2.4_RSI52/48_8x_8%_3.5R_???,26,26.92,7.11,10.41,1.19,63.26,-19.56,6,8,6.29,10.44,-5.07,8,0.08,3.5
-11.5269,??????_w35_ATR2.4_RSI54/46_8x_8%_3.5R_???,26,26.92,7.11,10.41,1.19,63.26,-19.56,6,8,6.29,10.44,-5.07,8,0.08,3.5
-11.5269,??????_w35_ATR2.4_RSI56/44_8x_8%_3.5R_???,26,26.92,7.11,10.41,1.19,63.26,-19.56,6,8,6.29,10.44,-5.07,8,0.08,3.5
-11.8223,??????_w35_ATR2.2_RSI52/48_12x_9%_3.5R_???,27,29.63,16.67,15.84,1.27,98.4,-32.66,4,9,7.11,15.84,-0.25,12,0.09,3.5
-11.8223,??????_w35_ATR2.2_RSI54/46_12x_9%_3.5R_???,27,29.63,16.67,15.84,1.27,98.4,-32.66,4,9,7.11,15.84,-0.25,12,0.09,3.5
-11.8223,??????_w35_ATR2.2_RSI56/44_12x_9%_3.5R_???,27,29.63,16.67,15.84,1.27,98.4,-32.66,4,9,7.11,15.84,-0.25,12,0.09,3.5
-12.2366,??????_w45_ATR2.4_RSI52/48_8x_10%_3.5R_???,26,26.92,6.69,12.89,1.15,75.1,-24.15,6,8,7.65,12.92,-7.94,8,0.1,3.5
-12.2366,??????_w45_ATR2.4_RSI54/46_8x_10%_3.5R_???,26,26.92,6.69,12.89,1.15,75.1,-24.15,6,8,7.65,12.92,-7.94,8,0.1,3.5
-12.2366,??????_w45_ATR2.4_RSI56/44_8x_10%_3.5R_???,26,26.92,6.69,12.89,1.15,75.1,-24.15,6,8,7.65,12.92,-7.94,8,0.1,3.5
-12.2366,??????_w45_ATR2.4_RSI52/48_10x_8%_3.5R_???,26,26.92,6.69,12.89,1.15,75.1,-24.15,6,8,7.65,12.92,-7.94,10,0.08,3.5
-12.2366,??????_w45_ATR2.4_RSI54/46_10x_8%_3.5R_???,26,26.92,6.69,12.89,1.15,75.1,-24.15,6,8,7.65,12.92,-7.94,10,0.08,3.5
-12.2366,??????_w45_ATR2.4_RSI56/44_10x_8%_3.5R_???,26,26.92,6.69,12.89,1.15,75.1,-24.15,6,8,7.65,12.92,-7.94,10,0.08,3.5
-12.6089,??????_w45_ATR2.2_RSI52/48_12x_9%_3.5R_???,27,29.63,15.14,15.84,1.25,95.23,-32.13,4,9,7.11,15.84,-1.56,12,0.09,3.5
-12.6089,??????_w45_ATR2.2_RSI54/46_12x_9%_3.5R_???,27,29.63,15.14,15.84,1.25,95.23,-32.13,4,9,7.11,15.84,-1.56,12,0.09,3.5
-12.6089,??????_w45_ATR2.2_RSI56/44_12x_9%_3.5R_???,27,29.63,15.14,15.84,1.25,95.23,-32.13,4,9,7.11,15.84,-1.56,12,0.09,3.5
-12.6312,??????_w35_ATR2.4_RSI52/48_8x_7%_3.5R_???,26,26.92,6.42,9.16,1.2,55.69,-17.14,6,8,5.58,9.18,-4.36,8,0.07,3.5
-12.6312,??????_w35_ATR2.4_RSI54/46_8x_7%_3.5R_???,26,26.92,6.42,9.16,1.2,55.69,-17.14,6,8,5.58,9.18,-4.36,8,0.07,3.5
-12.6312,??????_w35_ATR2.4_RSI56/44_8x_7%_3.5R_???,26,26.92,6.42,9.16,1.2,55.69,-17.14,6,8,5.58,9.18,-4.36,8,0.07,3.5
-12.7389,??????_w35_ATR2.4_RSI52/48_12x_7%_3.5R_???,26,26.92,8.58,13.5,1.18,81.66,-25.57,6,8,7.97,13.53,-6.92,12,0.07,3.5
-12.7389,??????_w35_ATR2.4_RSI54/46_12x_7%_3.5R_???,26,26.92,8.58,13.5,1.18,81.66,-25.57,6,8,7.97,13.53,-6.92,12,0.07,3.5
-12.7389,??????_w35_ATR2.4_RSI56/44_12x_7%_3.5R_???,26,26.92,8.58,13.5,1.18,81.66,-25.57,6,8,7.97,13.53,-6.92,12,0.07,3.5
-12.8537,??????_w45_ATR2.4_RSI52/48_8x_9%_3.5R_???,26,26.92,6.27,11.66,1.15,68.09,-21.79,6,8,6.98,11.69,-7.08,8,0.09,3.5
-12.8537,??????_w45_ATR2.4_RSI54/46_8x_9%_3.5R_???,26,26.92,6.27,11.66,1.15,68.09,-21.79,6,8,6.98,11.69,-7.08,8,0.09,3.5
-12.8537,??????_w45_ATR2.4_RSI56/44_8x_9%_3.5R_???,26,26.92,6.27,11.66,1.15,68.09,-21.79,6,8,6.98,11.69,-7.08,8,0.09,3.5
-13.0367,??????_w45_ATR2.4_RSI52/48_10x_7%_3.5R_???,26,26.92,6.16,11.35,1.15,66.32,-21.19,6,8,6.81,11.38,-6.87,10,0.07,3.5
-13.0367,??????_w45_ATR2.4_RSI54/46_10x_7%_3.5R_???,26,26.92,6.16,11.35,1.15,66.32,-21.19,6,8,6.81,11.38,-6.87,10,0.07,3.5
-13.0367,??????_w45_ATR2.4_RSI56/44_10x_7%_3.5R_???,26,26.92,6.16,11.35,1.15,66.32,-21.19,6,8,6.81,11.38,-6.87,10,0.07,3.5
-13.086,??????_w35_ATR2.4_RSI52/48_12x_7%_3.2R_???,27,29.63,9.2,13.53,1.18,75.05,-26.76,4,9,4.16,13.53,-2.18,12,0.07,3.2
-13.086,??????_w35_ATR2.4_RSI54/46_12x_7%_3.2R_???,27,29.63,9.2,13.53,1.18,75.05,-26.76,4,9,4.16,13.53,-2.18,12,0.07,3.2
-13.086,??????_w35_ATR2.4_RSI56/44_12x_7%_3.2R_???,27,29.63,9.2,13.53,1.18,75.05,-26.76,4,9,4.16,13.53,-2.18,12,0.07,3.2
-13.2012,??????_w35_ATR2.4_RSI52/48_10x_8%_3.2R_???,27,29.63,8.89,12.92,1.18,71.6,-25.47,4,9,4.02,12.92,-2.02,10,0.08,3.2
-13.2012,??????_w35_ATR2.4_RSI54/46_10x_8%_3.2R_???,27,29.63,8.89,12.92,1.18,71.6,-25.47,4,9,4.02,12.92,-2.02,10,0.08,3.2
-13.2012,??????_w35_ATR2.4_RSI56/44_10x_8%_3.2R_???,27,29.63,8.89,12.92,1.18,71.6,-25.47,4,9,4.02,12.92,-2.02,10,0.08,3.2
-13.2012,??????_w35_ATR2.4_RSI52/48_8x_10%_3.2R_???,27,29.63,8.89,12.92,1.18,71.6,-25.47,4,9,4.02,12.92,-2.02,8,0.1,3.2
-13.2012,??????_w35_ATR2.4_RSI54/46_8x_10%_3.2R_???,27,29.63,8.89,12.92,1.18,71.6,-25.47,4,9,4.02,12.92,-2.02,8,0.1,3.2
-13.2012,??????_w35_ATR2.4_RSI56/44_8x_10%_3.2R_???,27,29.63,8.89,12.92,1.18,71.6,-25.47,4,9,4.02,12.92,-2.02,8,0.1,3.2
-13.2485,??????_w40_ATR2.4_RSI52/48_8x_12%_3.5R_???,25,28.0,13.66,15.31,1.26,95.14,-29.41,6,8,8.92,15.35,-4.4,8,0.12,3.5
-13.2485,??????_w40_ATR2.4_RSI54/46_8x_12%_3.5R_???,25,28.0,13.66,15.31,1.26,95.14,-29.41,6,8,8.92,15.35,-4.4,8,0.12,3.5
-13.2485,??????_w40_ATR2.4_RSI56/44_8x_12%_3.5R_???,25,28.0,13.66,15.31,1.26,95.14,-29.41,6,8,8.92,15.35,-4.4,8,0.12,3.5
-13.2485,??????_w40_ATR2.4_RSI52/48_12x_8%_3.5R_???,25,28.0,13.66,15.31,1.26,95.14,-29.41,6,8,8.92,15.35,-4.4,12,0.08,3.5
-13.2485,??????_w40_ATR2.4_RSI54/46_12x_8%_3.5R_???,25,28.0,13.66,15.31,1.26,95.14,-29.41,6,8,8.92,15.35,-4.4,12,0.08,3.5
-13.2485,??????_w40_ATR2.4_RSI56/44_12x_8%_3.5R_???,25,28.0,13.66,15.31,1.26,95.14,-29.41,6,8,8.92,15.35,-4.4,12,0.08,3.5
-13.301,??????_w45_ATR2.2_RSI52/48_10x_11%_3.5R_???,27,29.63,15.35,16.12,1.25,96.94,-32.74,4,9,7.21,16.12,-1.62,10,0.11,3.5
-13.301,??????_w45_ATR2.2_RSI54/46_10x_11%_3.5R_???,27,29.63,15.35,16.12,1.25,96.94,-32.74,4,9,7.21,16.12,-1.62,10,0.11,3.5
-13.301,??????_w45_ATR2.2_RSI56/44_10x_11%_3.5R_???,27,29.63,15.35,16.12,1.25,96.94,-32.74,4,9,7.21,16.12,-1.62,10,0.11,3.5
-13.5192,??????_w40_ATR2.4_RSI52/48_8x_12%_3.2R_???,26,30.77,15.0,15.35,1.27,88.01,-30.78,4,9,4.56,15.35,1.68,8,0.12,3.2
-13.5192,??????_w40_ATR2.4_RSI52/48_12x_8%_3.2R_???,26,30.77,15.0,15.35,1.27,88.01,-30.78,4,9,4.56,15.35,1.68,12,0.08,3.2
-13.5192,??????_w40_ATR2.4_RSI54/46_8x_12%_3.2R_???,26,30.77,15.0,15.35,1.27,88.01,-30.78,4,9,4.56,15.35,1.68,8,0.12,3.2
-13.5192,??????_w40_ATR2.4_RSI54/46_12x_8%_3.2R_???,26,30.77,15.0,15.35,1.27,88.01,-30.78,4,9,4.56,15.35,1.68,12,0.08,3.2
-13.5192,??????_w40_ATR2.4_RSI56/44_8x_12%_3.2R_???,26,30.77,15.0,15.35,1.27,88.01,-30.78,4,9,4.56,15.35,1.68,8,0.12,3.2
-13.5192,??????_w40_ATR2.4_RSI56/44_12x_8%_3.2R_???,26,30.77,15.0,15.35,1.27,88.01,-30.78,4,9,4.56,15.35,1.68,12,0.08,3.2
-13.5388,??????_w35_ATR2.4_RSI52/48_8x_9%_3.2R_???,27,29.63,8.24,11.69,1.19,64.65,-22.88,4,9,3.72,11.69,-1.7,8,0.09,3.2
-13.5388,??????_w35_ATR2.4_RSI54/46_8x_9%_3.2R_???,27,29.63,8.24,11.69,1.19,64.65,-22.88,4,9,3.72,11.69,-1.7,8,0.09,3.2
-13.5388,??????_w35_ATR2.4_RSI56/44_8x_9%_3.2R_???,27,29.63,8.24,11.69,1.19,64.65,-22.88,4,9,3.72,11.69,-1.7,8,0.09,3.2
-13.6108,??????_w50_ATR2.2_RSI52/48_10x_9%_3.5R_???,29,27.59,7.44,13.34,1.15,72.94,-24.24,5,9,6.19,13.34,-6.05,10,0.09,3.5
-13.6108,??????_w50_ATR2.2_RSI54/46_10x_9%_3.5R_???,29,27.59,7.44,13.34,1.15,72.94,-24.24,5,9,6.19,13.34,-6.05,10,0.09,3.5
-13.6108,??????_w50_ATR2.2_RSI56/44_10x_9%_3.5R_???,29,27.59,7.44,13.34,1.15,72.94,-24.24,5,9,6.19,13.34,-6.05,10,0.09,3.5
-13.6216,??????_w45_ATR2.4_RSI52/48_8x_8%_3.5R_???,26,26.92,5.79,10.41,1.16,60.96,-19.41,6,8,6.29,10.44,-6.23,8,0.08,3.5
-13.6216,??????_w45_ATR2.4_RSI54/46_8x_8%_3.5R_???,26,26.92,5.79,10.41,1.16,60.96,-19.41,6,8,6.29,10.44,-6.23,8,0.08,3.5
-13.6216,??????_w45_ATR2.4_RSI56/44_8x_8%_3.5R_???,26,26.92,5.79,10.41,1.16,60.96,-19.41,6,8,6.29,10.44,-6.23,8,0.08,3.5
-13.6353,??????_w35_ATR2.4_RSI52/48_10x_7%_3.2R_???,27,29.63,8.07,11.38,1.19,62.9,-22.24,4,9,3.64,11.38,-1.63,10,0.07,3.2
-13.6353,??????_w35_ATR2.4_RSI54/46_10x_7%_3.2R_???,27,29.63,8.07,11.38,1.19,62.9,-22.24,4,9,3.64,11.38,-1.63,10,0.07,3.2
-13.6353,??????_w35_ATR2.4_RSI56/44_10x_7%_3.2R_???,27,29.63,8.07,11.38,1.19,62.9,-22.24,4,9,3.64,11.38,-1.63,10,0.07,3.2
-13.6813,??????_w50_ATR2.2_RSI52/48_8x_11%_3.5R_???,29,27.59,7.34,13.06,1.15,71.42,-23.71,5,9,6.08,13.06,-5.9,8,0.11,3.5
-13.6813,??????_w50_ATR2.2_RSI54/46_8x_11%_3.5R_???,29,27.59,7.34,13.06,1.15,71.42,-23.71,5,9,6.08,13.06,-5.9,8,0.11,3.5
-13.6813,??????_w50_ATR2.2_RSI56/44_8x_11%_3.5R_???,29,27.59,7.34,13.06,1.15,71.42,-23.71,5,9,6.08,13.06,-5.9,8,0.11,3.5
-13.7811,??????_w45_ATR2.4_RSI52/48_12x_7%_3.5R_???,26,26.92,6.88,13.5,1.14,78.56,-25.32,6,8,7.97,13.53,-8.37,12,0.07,3.5
-13.7811,??????_w45_ATR2.4_RSI54/46_12x_7%_3.5R_???,26,26.92,6.88,13.5,1.14,78.56,-25.32,6,8,7.97,13.53,-8.37,12,0.07,3.5
-13.7811,??????_w45_ATR2.4_RSI56/44_12x_7%_3.5R_???,26,26.92,6.88,13.5,1.14,78.56,-25.32,6,8,7.97,13.53,-8.37,12,0.07,3.5
-13.8376,??????_w50_ATR2.2_RSI52/48_12x_7%_3.5R_???,29,27.59,7.13,12.49,1.15,68.38,-22.65,5,9,5.85,12.49,-5.59,12,0.07,3.5
-13.8376,??????_w50_ATR2.2_RSI54/46_12x_7%_3.5R_???,29,27.59,7.13,12.49,1.15,68.38,-22.65,5,9,5.85,12.49,-5.59,12,0.07,3.5
-13.8376,??????_w50_ATR2.2_RSI56/44_12x_7%_3.5R_???,29,27.59,7.13,12.49,1.15,68.38,-22.65,5,9,5.85,12.49,-5.59,12,0.07,3.5
-13.9536,??????_w35_ATR2.4_RSI52/48_8x_8%_3.2R_???,27,29.63,7.53,10.44,1.2,57.64,-20.31,4,9,3.4,10.44,-1.42,8,0.08,3.2
-13.9536,??????_w35_ATR2.4_RSI54/46_8x_8%_3.2R_???,27,29.63,7.53,10.44,1.2,57.64,-20.31,4,9,3.4,10.44,-1.42,8,0.08,3.2
-13.9536,??????_w35_ATR2.4_RSI56/44_8x_8%_3.2R_???,27,29.63,7.53,10.44,1.2,57.64,-20.31,4,9,3.4,10.44,-1.42,8,0.08,3.2
-14.0139,??????_w50_ATR2.2_RSI52/48_10x_8%_3.5R_???,29,27.59,6.91,11.92,1.15,65.31,-21.59,5,9,5.62,11.92,-5.28,10,0.08,3.5
-14.0139,??????_w50_ATR2.2_RSI54/46_10x_8%_3.5R_???,29,27.59,6.91,11.92,1.15,65.31,-21.59,5,9,5.62,11.92,-5.28,10,0.08,3.5
-14.0139,??????_w50_ATR2.2_RSI56/44_10x_8%_3.5R_???,29,27.59,6.91,11.92,1.15,65.31,-21.59,5,9,5.62,11.92,-5.28,10,0.08,3.5
-14.0139,??????_w50_ATR2.2_RSI52/48_8x_10%_3.5R_???,29,27.59,6.91,11.92,1.15,65.31,-21.59,5,9,5.62,11.92,-5.28,8,0.1,3.5
-14.0139,??????_w50_ATR2.2_RSI54/46_8x_10%_3.5R_???,29,27.59,6.91,11.92,1.15,65.31,-21.59,5,9,5.62,11.92,-5.28,8,0.1,3.5
-14.0139,??????_w50_ATR2.2_RSI56/44_8x_10%_3.5R_???,29,27.59,6.91,11.92,1.15,65.31,-21.59,5,9,5.62,11.92,-5.28,8,0.1,3.5
-14.2593,??????_w35_ATR2.4_RSI52/48_8x_11%_3.5R_???,26,26.92,8.83,14.11,1.17,85.26,-26.76,6,8,8.29,14.14,-7.3,8,0.11,3.5
-14.2593,??????_w35_ATR2.4_RSI54/46_8x_11%_3.5R_???,26,26.92,8.83,14.11,1.17,85.26,-26.76,6,8,8.29,14.14,-7.3,8,0.11,3.5
-14.2593,??????_w35_ATR2.4_RSI56/44_8x_11%_3.5R_???,26,26.92,8.83,14.11,1.17,85.26,-26.76,6,8,8.29,14.14,-7.3,8,0.11,3.5
-14.4262,??????_w50_ATR2.2_RSI52/48_8x_9%_3.5R_???,29,27.59,6.43,10.78,1.16,59.12,-19.46,5,9,5.15,10.78,-4.68,8,0.09,3.5
-14.4262,??????_w50_ATR2.2_RSI54/46_8x_9%_3.5R_???,29,27.59,6.43,10.78,1.16,59.12,-19.46,5,9,5.15,10.78,-4.68,8,0.09,3.5
-14.4262,??????_w50_ATR2.2_RSI56/44_8x_9%_3.5R_???,29,27.59,6.43,10.78,1.16,59.12,-19.46,5,9,5.15,10.78,-4.68,8,0.09,3.5
-14.4436,??????_w35_ATR2.4_RSI52/48_8x_7%_3.2R_???,27,29.63,6.77,9.18,1.2,50.58,-17.73,4,9,3.05,9.18,-1.15,8,0.07,3.2
-14.4436,??????_w35_ATR2.4_RSI54/46_8x_7%_3.2R_???,27,29.63,6.77,9.18,1.2,50.58,-17.73,4,9,3.05,9.18,-1.15,8,0.07,3.2
-14.4436,??????_w35_ATR2.4_RSI56/44_8x_7%_3.2R_???,27,29.63,6.77,9.18,1.2,50.58,-17.73,4,9,3.05,9.18,-1.15,8,0.07,3.2
-14.4837,??????_w45_ATR2.4_RSI52/48_8x_7%_3.5R_???,26,26.92,5.26,9.16,1.16,53.71,-17.02,6,8,5.58,9.18,-5.4,8,0.07,3.5
-14.4837,??????_w45_ATR2.4_RSI54/46_8x_7%_3.5R_???,26,26.92,5.26,9.16,1.16,53.71,-17.02,6,8,5.58,9.18,-5.4,8,0.07,3.5
-14.4837,??????_w45_ATR2.4_RSI56/44_8x_7%_3.5R_???,26,26.92,5.26,9.16,1.16,53.71,-17.02,6,8,5.58,9.18,-5.4,8,0.07,3.5
-14.5416,??????_w50_ATR2.2_RSI52/48_10x_7%_3.5R_???,29,27.59,6.3,10.49,1.16,57.56,-18.92,5,9,5.03,10.49,-4.53,10,0.07,3.5
-14.5416,??????_w50_ATR2.2_RSI54/46_10x_7%_3.5R_???,29,27.59,6.3,10.49,1.16,57.56,-18.92,5,9,5.03,10.49,-4.53,10,0.07,3.5
-14.5416,??????_w50_ATR2.2_RSI56/44_10x_7%_3.5R_???,29,27.59,6.3,10.49,1.16,57.56,-18.92,5,9,5.03,10.49,-4.53,10,0.07,3.5
-14.6571,??????_w40_ATR2.4_RSI52/48_10x_10%_3.5R_???,25,28.0,14.06,15.91,1.25,98.87,-30.64,6,8,9.22,15.95,-4.65,10,0.1,3.5
-14.6571,??????_w40_ATR2.4_RSI54/46_10x_10%_3.5R_???,25,28.0,14.06,15.91,1.25,98.87,-30.64,6,8,9.22,15.95,-4.65,10,0.1,3.5
-14.6571,??????_w40_ATR2.4_RSI56/44_10x_10%_3.5R_???,25,28.0,14.06,15.91,1.25,98.87,-30.64,6,8,9.22,15.95,-4.65,10,0.1,3.5
-14.7327,??????_w50_ATR2.2_RSI52/48_8x_12%_3.5R_???,29,27.59,7.72,14.18,1.14,77.44,-25.82,5,9,6.51,14.18,-6.52,8,0.12,3.5
-14.7327,??????_w50_ATR2.2_RSI54/46_8x_12%_3.5R_???,29,27.59,7.72,14.18,1.14,77.44,-25.82,5,9,6.51,14.18,-6.52,8,0.12,3.5
-14.7327,??????_w50_ATR2.2_RSI56/44_8x_12%_3.5R_???,29,27.59,7.72,14.18,1.14,77.44,-25.82,5,9,6.51,14.18,-6.52,8,0.12,3.5
-14.7327,??????_w50_ATR2.2_RSI52/48_12x_8%_3.5R_???,29,27.59,7.72,14.18,1.14,77.44,-25.82,5,9,6.51,14.18,-6.52,12,0.08,3.5
-14.7327,??????_w50_ATR2.2_RSI54/46_12x_8%_3.5R_???,29,27.59,7.72,14.18,1.14,77.44,-25.82,5,9,6.51,14.18,-6.52,12,0.08,3.5
-14.7327,??????_w50_ATR2.2_RSI56/44_12x_8%_3.5R_???,29,27.59,7.72,14.18,1.14,77.44,-25.82,5,9,6.51,14.18,-6.52,12,0.08,3.5
-14.7977,??????_w35_ATR2.4_RSI52/48_8x_11%_3.2R_???,27,29.63,9.49,14.14,1.18,78.48,-28.05,4,9,4.3,14.14,-2.35,8,0.11,3.2
-14.7977,??????_w35_ATR2.4_RSI54/46_8x_11%_3.2R_???,27,29.63,9.49,14.14,1.18,78.48,-28.05,4,9,4.3,14.14,-2.35,8,0.11,3.2
-14.7977,??????_w35_ATR2.4_RSI56/44_8x_11%_3.2R_???,27,29.63,9.49,14.14,1.18,78.48,-28.05,4,9,4.3,14.14,-2.35,8,0.11,3.2
-14.886,??????_w45_ATR2.4_RSI52/48_12x_7%_3.2R_???,27,29.63,8.09,13.53,1.16,72.72,-26.36,4,9,4.16,13.53,-3.17,12,0.07,3.2
-14.886,??????_w45_ATR2.4_RSI54/46_12x_7%_3.2R_???,27,29.63,8.09,13.53,1.16,72.72,-26.36,4,9,4.16,13.53,-3.17,12,0.07,3.2
-14.886,??????_w45_ATR2.4_RSI56/44_12x_7%_3.2R_???,27,29.63,8.09,13.53,1.16,72.72,-26.36,4,9,4.16,13.53,-3.17,12,0.07,3.2
-14.917,??????_w50_ATR2.2_RSI52/48_8x_8%_3.5R_???,29,27.59,5.9,9.63,1.16,52.84,-17.32,5,9,4.66,9.63,-4.1,8,0.08,3.5
-14.917,??????_w50_ATR2.2_RSI54/46_8x_8%_3.5R_???,29,27.59,5.9,9.63,1.16,52.84,-17.32,5,9,4.66,9.63,-4.1,8,0.08,3.5
-14.917,??????_w50_ATR2.2_RSI56/44_8x_8%_3.5R_???,29,27.59,5.9,9.63,1.16,52.84,-17.32,5,9,4.66,9.63,-4.1,8,0.08,3.5
-14.9462,??????_w45_ATR2.4_RSI52/48_8x_10%_3.2R_???,27,29.63,7.83,12.92,1.16,69.38,-25.09,4,9,4.02,12.92,-2.97,8,0.1,3.2
-14.9462,??????_w45_ATR2.4_RSI52/48_10x_8%_3.2R_???,27,29.63,7.83,12.92,1.16,69.38,-25.09,4,9,4.02,12.92,-2.97,10,0.08,3.2
-14.9462,??????_w45_ATR2.4_RSI54/46_8x_10%_3.2R_???,27,29.63,7.83,12.92,1.16,69.38,-25.09,4,9,4.02,12.92,-2.97,8,0.1,3.2
-14.9462,??????_w45_ATR2.4_RSI54/46_10x_8%_3.2R_???,27,29.63,7.83,12.92,1.16,69.38,-25.09,4,9,4.02,12.92,-2.97,10,0.08,3.2
-14.9462,??????_w45_ATR2.4_RSI56/44_8x_10%_3.2R_???,27,29.63,7.83,12.92,1.16,69.38,-25.09,4,9,4.02,12.92,-2.97,8,0.1,3.2
-14.9462,??????_w45_ATR2.4_RSI56/44_10x_8%_3.2R_???,27,29.63,7.83,12.92,1.16,69.38,-25.09,4,9,4.02,12.92,-2.97,10,0.08,3.2
-15.0226,??????_w35_ATR2.4_RSI52/48_10x_9%_3.5R_???,26,26.92,8.95,14.41,1.17,87.04,-27.36,6,8,8.45,14.45,-7.49,10,0.09,3.5
-15.0226,??????_w35_ATR2.4_RSI54/46_10x_9%_3.5R_???,26,26.92,8.95,14.41,1.17,87.04,-27.36,6,8,8.45,14.45,-7.49,10,0.09,3.5
-15.0226,??????_w35_ATR2.4_RSI56/44_10x_9%_3.5R_???,26,26.92,8.95,14.41,1.17,87.04,-27.36,6,8,8.45,14.45,-7.49,10,0.09,3.5
-15.0978,??????_w40_ATR2.4_RSI52/48_10x_10%_3.2R_???,26,30.77,15.48,15.95,1.27,91.62,-32.12,4,9,4.68,15.95,1.67,10,0.1,3.2
-15.0978,??????_w40_ATR2.4_RSI54/46_10x_10%_3.2R_???,26,30.77,15.48,15.95,1.27,91.62,-32.12,4,9,4.68,15.95,1.67,10,0.1,3.2
-15.0978,??????_w40_ATR2.4_RSI56/44_10x_10%_3.2R_???,26,30.77,15.48,15.95,1.27,91.62,-32.12,4,9,4.68,15.95,1.67,10,0.1,3.2
