score,??,??,??,??,??,PF,????,????,????,????,????,????,????,??,???,??R
-24.2895,??????_w40_ATR3.0_RSI52/48_8x_8%_3.5R_???,15,26.67,4.01,11.03,1.17,67.56,-20.92,6,6,0.51,11.82,-5.0,8,0.08,3.5
-24.2895,??????_w40_ATR3.0_RSI54/46_8x_8%_3.5R_???,15,26.67,4.01,11.03,1.17,67.56,-20.92,6,6,0.51,11.82,-5.0,8,0.08,3.5
-24.2895,??????_w40_ATR3.0_RSI56/44_8x_8%_3.5R_???,15,26.67,4.01,11.03,1.17,67.56,-20.92,6,6,0.51,11.82,-5.0,8,0.08,3.5
-24.3639,??????_w50_ATR2.4_RSI52/48_10x_9%_3.5R_???,28,25.0,0.97,17.74,1.02,75.53,-24.72,6,8,8.45,14.45,-14.27,10,0.09,3.5
-24.3639,??????_w50_ATR2.4_RSI54/46_10x_9%_3.5R_???,28,25.0,0.97,17.74,1.02,75.53,-24.72,6,8,8.45,14.45,-14.27,10,0.09,3.5
-24.3639,??????_w50_ATR2.4_RSI56/44_10x_9%_3.5R_???,28,25.0,0.97,17.74,1.02,75.53,-24.72,6,8,8.45,14.45,-14.27,10,0.09,3.5
-24.4071,??????_w35_ATR2.4_RSI52/48_10x_11%_3.2R_???,27,29.63,10.85,17.44,1.16,97.04,-35.15,4,9,4.95,17.44,-3.4,10,0.11,3.2
-24.4071,??????_w35_ATR2.4_RSI54/46_10x_11%_3.2R_???,27,29.63,10.85,17.44,1.16,97.04,-35.15,4,9,4.95,17.44,-3.4,10,0.11,3.2
-24.4071,??????_w35_ATR2.4_RSI56/44_10x_11%_3.2R_???,27,29.63,10.85,17.44,1.16,97.04,-35.15,4,9,4.95,17.44,-3.4,10,0.11,3.2
-24.5693,??????_w50_ATR2.4_RSI52/48_8x_11%_3.2R_???,29,27.59,2.47,14.14,1.05,69.27,-25.21,5,9,4.3,14.14,-8.61,8,0.11,3.2
-24.5693,??????_w50_ATR2.4_RSI54/46_8x_11%_3.2R_???,29,27.59,2.47,14.14,1.05,69.27,-25.21,5,9,4.3,14.14,-8.61,8,0.11,3.2
-24.5693,??????_w50_ATR2.4_RSI56/44_8x_11%_3.2R_???,29,27.59,2.47,14.14,1.05,69.27,-25.21,5,9,4.3,14.14,-8.61,8,0.11,3.2
-24.6892,??????_w40_ATR3.0_RSI52/48_10x_7%_3.5R_???,15,26.67,4.26,12.01,1.17,73.39,-22.82,6,6,0.48,12.87,-5.56,10,0.07,3.5
-24.6892,??????_w40_ATR3.0_RSI54/46_10x_7%_3.5R_???,15,26.67,4.26,12.01,1.17,73.39,-22.82,6,6,0.48,12.87,-5.56,10,0.07,3.5
-24.6892,??????_w40_ATR3.0_RSI56/44_10x_7%_3.5R_???,15,26.67,4.26,12.01,1.17,73.39,-22.82,6,6,0.48,12.87,-5.56,10,0.07,3.5
-24.7206,??????_w40_ATR2.4_RSI52/48_10x_7%_3R_???,26,30.77,8.36,11.38,1.21,59.75,-21.91,4,13,2.64,20.53,-0.01,10,0.07,3.0
-24.7206,??????_w40_ATR2.4_RSI54/46_10x_7%_3R_???,26,30.77,8.36,11.38,1.21,59.75,-21.91,4,13,2.64,20.53,-0.01,10,0.07,3.0
-24.7206,??????_w40_ATR2.4_RSI56/44_10x_7%_3R_???,26,30.77,8.36,11.38,1.21,59.75,-21.91,4,13,2.64,20.53,-0.01,10,0.07,3.0
-24.7499,??????_w50_ATR2.4_RSI52/48_10x_9%_3.2R_???,29,27.59,2.46,14.45,1.05,70.69,-25.76,5,9,4.37,14.45,-8.82,10,0.09,3.2
-24.7499,??????_w50_ATR2.4_RSI54/46_10x_9%_3.2R_???,29,27.59,2.46,14.45,1.05,70.69,-25.76,5,9,4.37,14.45,-8.82,10,0.09,3.2
-24.7499,??????_w50_ATR2.4_RSI56/44_10x_9%_3.2R_???,29,27.59,2.46,14.45,1.05,70.69,-25.76,5,9,4.37,14.45,-8.82,10,0.09,3.2
-24.8215,??????_w45_ATR3.0_RSI52/48_8x_7%_3.5R_???,16,25.0,2.54,9.71,1.12,61.31,-18.32,6,6,0.52,10.4,-6.62,8,0.07,3.5
-24.8215,??????_w45_ATR3.0_RSI54/46_8x_7%_3.5R_???,16,25.0,2.54,9.71,1.12,61.31,-18.32,6,6,0.52,10.4,-6.62,8,0.07,3.5
-24.8215,??????_w45_ATR3.0_RSI56/44_8x_7%_3.5R_???,16,25.0,2.54,9.71,1.12,61.31,-18.32,6,6,0.52,10.4,-6.62,8,0.07,3.5
-24.9236,??????_w40_ATR2.4_RSI52/48_8x_9%_3R_???,26,30.77,8.55,11.69,1.21,61.43,-22.55,4,13,2.67,21.06,-0.04,8,0.09,3.0
-24.9236,??????_w40_ATR2.4_RSI54/46_8x_9%_3R_???,26,30.77,8.55,11.69,1.21,61.43,-22.55,4,13,2.67,21.06,-0.04,8,0.09,3.0
-24.9236,??????_w40_ATR2.4_RSI56/44_8x_9%_3R_???,26,30.77,8.55,11.69,1.21,61.43,-22.55,4,13,2.67,21.06,-0.04,8,0.09,3.0
-24.9969,??????_w40_ATR3.0_RSI52/48_8x_9%_3.5R_???,15,26.67,4.33,12.34,1.17,75.31,-23.45,6,6,0.47,13.22,-5.75,8,0.09,3.5
-24.9969,??????_w40_ATR3.0_RSI54/46_8x_9%_3.5R_???,15,26.67,4.33,12.34,1.17,75.31,-23.45,6,6,0.47,13.22,-5.75,8,0.09,3.5
-24.9969,??????_w40_ATR3.0_RSI56/44_8x_9%_3.5R_???,15,26.67,4.33,12.34,1.17,75.31,-23.45,6,6,0.47,13.22,-5.75,8,0.09,3.5
-25.0791,??????_w45_ATR2.4_RSI52/48_10x_11%_3.2R_???,27,29.63,9.45,17.44,1.14,93.94,-34.58,4,9,4.95,17.44,-4.62,10,0.11,3.2
-25.0791,??????_w45_ATR2.4_RSI54/46_10x_11%_3.2R_???,27,29.63,9.45,17.44,1.14,93.94,-34.58,4,9,4.95,17.44,-4.62,10,0.11,3.2
-25.0791,??????_w45_ATR2.4_RSI56/44_10x_11%_3.2R_???,27,29.63,9.45,17.44,1.14,93.94,-34.58,4,9,4.95,17.44,-4.62,10,0.11,3.2
-25.3248,??????_w50_ATR2.4_RSI52/48_8x_12%_3.2R_???,29,27.59,2.4,15.35,1.04,74.92,-27.4,5,9,4.56,15.35,-9.47,8,0.12,3.2
-25.3248,??????_w50_ATR2.4_RSI52/48_12x_8%_3.2R_???,29,27.59,2.4,15.35,1.04,74.92,-27.4,5,9,4.56,15.35,-9.47,12,0.08,3.2
-25.3248,??????_w50_ATR2.4_RSI54/46_8x_12%_3.2R_???,29,27.59,2.4,15.35,1.04,74.92,-27.4,5,9,4.56,15.35,-9.47,8,0.12,3.2
-25.3248,??????_w50_ATR2.4_RSI54/46_12x_8%_3.2R_???,29,27.59,2.4,15.35,1.04,74.92,-27.4,5,9,4.56,15.35,-9.47,12,0.08,3.2
-25.3248,??????_w50_ATR2.4_RSI56/44_8x_12%_3.2R_???,29,27.59,2.4,15.35,1.04,74.92,-27.4,5,9,4.56,15.35,-9.47,8,0.12,3.2
-25.3248,??????_w50_ATR2.4_RSI56/44_12x_8%_3.2R_???,29,27.59,2.4,15.35,1.04,74.92,-27.4,5,9,4.56,15.35,-9.47,12,0.08,3.2
-25.4153,??????_w45_ATR3.0_RSI52/48_8x_8%_3.5R_???,16,25.0,2.73,11.03,1.11,69.38,-20.85,6,6,0.51,11.82,-7.65,8,0.08,3.5
-25.4153,??????_w45_ATR3.0_RSI54/46_8x_8%_3.5R_???,16,25.0,2.73,11.03,1.11,69.38,-20.85,6,6,0.51,11.82,-7.65,8,0.08,3.5
-25.4153,??????_w45_ATR3.0_RSI56/44_8x_8%_3.5R_???,16,25.0,2.73,11.03,1.11,69.38,-20.85,6,6,0.51,11.82,-7.65,8,0.08,3.5
-25.5021,??????_w40_ATR2.6_RSI52/48_8x_8%_2.6R_???,29,31.03,2.54,12.16,1.06,51.64,-21.97,5,12,8.1,18.38,0.33,8,0.08,2.6
-25.5021,??????_w40_ATR2.6_RSI54/46_8x_8%_2.6R_???,29,31.03,2.54,12.16,1.06,51.64,-21.97,5,12,8.1,18.38,0.33,8,0.08,2.6
-25.5021,??????_w40_ATR2.6_RSI56/44_8x_8%_2.6R_???,29,31.03,2.54,12.16,1.06,51.64,-21.97,5,12,8.1,18.38,0.33,8,0.08,2.6
-25.6789,??????_w40_ATR2.2_RSI52/48_8x_11%_3.2R_???,31,29.03,11.34,16.66,1.19,79.14,-27.22,6,13,5.6,22.94,-0.12,8,0.11,3.2
-25.6789,??????_w40_ATR2.2_RSI54/46_8x_11%_3.2R_???,31,29.03,11.34,16.66,1.19,79.14,-27.22,6,13,5.6,22.94,-0.12,8,0.11,3.2
-25.6789,??????_w40_ATR2.2_RSI56/44_8x_11%_3.2R_???,31,29.03,11.34,16.66,1.19,79.14,-27.22,6,13,5.6,22.94,-0.12,8,0.11,3.2
-25.7444,??????_w40_ATR2.4_RSI52/48_12x_7%_3R_???,26,30.77,9.62,13.53,1.2,71.42,-26.4,4,13,2.99,24.02,-0.22,12,0.07,3.0
-25.7444,??????_w40_ATR2.4_RSI54/46_12x_7%_3R_???,26,30.77,9.62,13.53,1.2,71.42,-26.4,4,13,2.99,24.02,-0.22,12,0.07,3.0
-25.7444,??????_w40_ATR2.4_RSI56/44_12x_7%_3R_???,26,30.77,9.62,13.53,1.2,71.42,-26.4,4,13,2.99,24.02,-0.22,12,0.07,3.0
-25.7736,??????_w40_ATR2.4_RSI52/48_8x_10%_3R_???,26,30.77,9.27,12.92,1.21,68.1,-25.12,4,13,2.76,23.15,-0.15,8,0.1,3.0
-25.7736,??????_w40_ATR2.4_RSI52/48_10x_8%_3R_???,26,30.77,9.27,12.92,1.21,68.1,-25.12,4,13,2.76,23.15,-0.15,10,0.08,3.0
-25.7736,??????_w40_ATR2.4_RSI54/46_8x_10%_3R_???,26,30.77,9.27,12.92,1.21,68.1,-25.12,4,13,2.76,23.15,-0.15,8,0.1,3.0
-25.7736,??????_w40_ATR2.4_RSI54/46_10x_8%_3R_???,26,30.77,9.27,12.92,1.21,68.1,-25.12,4,13,2.76,23.15,-0.15,10,0.08,3.0
-25.7736,??????_w40_ATR2.4_RSI56/44_8x_10%_3R_???,26,30.77,9.27,12.92,1.21,68.1,-25.12,4,13,2.76,23.15,-0.15,8,0.1,3.0
-25.7736,??????_w40_ATR2.4_RSI56/44_10x_8%_3R_???,26,30.77,9.27,12.92,1.21,68.1,-25.12,4,13,2.76,23.15,-0.15,10,0.08,3.0
-25.8886,??????_w40_ATR2.2_RSI52/48_12x_7%_3.2R_???,31,29.03,10.97,15.95,1.19,75.59,-25.94,6,13,4.43,22.75,-0.02,12,0.07,3.2
-25.8886,??????_w40_ATR2.2_RSI54/46_12x_7%_3.2R_???,31,29.03,10.97,15.95,1.19,75.59,-25.94,6,13,4.43,22.75,-0.02,12,0.07,3.2
-25.8886,??????_w40_ATR2.2_RSI56/44_12x_7%_3.2R_???,31,29.03,10.97,15.95,1.19,75.59,-25.94,6,13,4.43,22.75,-0.02,12,0.07,3.2
-26.0272,??????_w40_ATR2.6_RSI52/48_10x_7%_2.6R_???,29,31.03,2.59,13.24,1.05,56.3,-24.04,5,12,8.75,19.95,0.24,10,0.07,2.6
-26.0272,??????_w40_ATR2.6_RSI54/46_10x_7%_2.6R_???,29,31.03,2.59,13.24,1.05,56.3,-24.04,5,12,8.75,19.95,0.24,10,0.07,2.6
-26.0272,??????_w40_ATR2.6_RSI56/44_10x_7%_2.6R_???,29,31.03,2.59,13.24,1.05,56.3,-24.04,5,12,8.75,19.95,0.24,10,0.07,2.6
-26.0839,??????_w45_ATR3.0_RSI52/48_10x_7%_3.5R_???,16,25.0,2.84,12.01,1.1,75.31,-22.73,6,6,0.48,12.87,-8.44,10,0.07,3.5
-26.0839,??????_w45_ATR3.0_RSI54/46_10x_7%_3.5R_???,16,25.0,2.84,12.01,1.1,75.31,-22.73,6,6,0.48,12.87,-8.44,10,0.07,3.5
-26.0839,??????_w45_ATR3.0_RSI56/44_10x_7%_3.5R_???,16,25.0,2.84,12.01,1.1,75.31,-22.73,6,6,0.48,12.87,-8.44,10,0.07,3.5
-26.2108,??????_w40_ATR2.6_RSI52/48_8x_9%_2.6R_???,29,31.03,2.6,13.6,1.05,57.85,-24.73,5,12,8.95,20.47,0.21,8,0.09,2.6
-26.2108,??????_w40_ATR2.6_RSI54/46_8x_9%_2.6R_???,29,31.03,2.6,13.6,1.05,57.85,-24.73,5,12,8.95,20.47,0.21,8,0.09,2.6
-26.2108,??????_w40_ATR2.6_RSI56/44_8x_9%_2.6R_???,29,31.03,2.6,13.6,1.05,57.85,-24.73,5,12,8.95,20.47,0.21,8,0.09,2.6
-26.222,??????_w40_ATR2.6_RSI52/48_12x_7%_2.8R_???,24,29.17,0.84,15.72,1.02,67.98,-27.49,5,12,11.92,23.37,-1.96,12,0.07,2.8
-26.222,??????_w40_ATR2.6_RSI54/46_12x_7%_2.8R_???,24,29.17,0.84,15.72,1.02,67.98,-27.49,5,12,11.92,23.37,-1.96,12,0.07,2.8
-26.222,??????_w40_ATR2.6_RSI56/44_12x_7%_2.8R_???,24,29.17,0.84,15.72,1.02,67.98,-27.49,5,12,11.92,23.37,-1.96,12,0.07,2.8
-26.3185,??????_w40_ATR2.6_RSI52/48_8x_8%_2.8R_???,24,29.17,1.09,12.16,1.03,52.34,-20.91,5,12,8.75,18.78,-1.27,8,0.08,2.8
-26.3185,??????_w40_ATR2.6_RSI54/46_8x_8%_2.8R_???,24,29.17,1.09,12.16,1.03,52.34,-20.91,5,12,8.75,18.78,-1.27,8,0.08,2.8
-26.3185,??????_w40_ATR2.6_RSI56/44_8x_8%_2.8R_???,24,29.17,1.09,12.16,1.03,52.34,-20.91,5,12,8.75,18.78,-1.27,8,0.08,2.8
-26.6859,??????_w40_ATR2.4_RSI52/48_8x_11%_3R_???,26,30.77,9.95,14.14,1.2,74.73,-27.69,4,13,2.8,25.2,-0.29,8,0.11,3.0
-26.6859,??????_w40_ATR2.4_RSI54/46_8x_11%_3R_???,26,30.77,9.95,14.14,1.2,74.73,-27.69,4,13,2.8,25.2,-0.29,8,0.11,3.0
-26.6859,??????_w40_ATR2.4_RSI56/44_8x_11%_3R_???,26,30.77,9.95,14.14,1.2,74.73,-27.69,4,13,2.8,25.2,-0.29,8,0.11,3.0
-26.7196,??????_w40_ATR2.2_RSI52/48_10x_9%_3.2R_???,31,29.03,11.52,17.01,1.19,80.92,-27.87,6,13,5.68,23.4,-0.17,10,0.09,3.2
-26.7196,??????_w40_ATR2.2_RSI54/46_10x_9%_3.2R_???,31,29.03,11.52,17.01,1.19,80.92,-27.87,6,13,5.68,23.4,-0.17,10,0.09,3.2
-26.7196,??????_w40_ATR2.2_RSI56/44_10x_9%_3.2R_???,31,29.03,11.52,17.01,1.19,80.92,-27.87,6,13,5.68,23.4,-0.17,10,0.09,3.2
-26.9098,??????_w40_ATR2.6_RSI52/48_12x_7%_2.6R_???,29,31.03,2.58,15.72,1.04,67.02,-28.87,5,12,10.38,23.37,-0.04,12,0.07,2.6
-26.9098,??????_w40_ATR2.6_RSI54/46_12x_7%_2.6R_???,29,31.03,2.58,15.72,1.04,67.02,-28.87,5,12,10.38,23.37,-0.04,12,0.07,2.6
-26.9098,??????_w40_ATR2.6_RSI56/44_12x_7%_2.6R_???,29,31.03,2.58,15.72,1.04,67.02,-28.87,5,12,10.38,23.37,-0.04,12,0.07,2.6
-26.989,??????_w40_ATR2.6_RSI52/48_8x_10%_2.6R_???,29,31.03,2.6,15.01,1.05,63.98,-27.49,5,12,9.77,22.52,0.05,8,0.1,2.6
-26.989,??????_w40_ATR2.6_RSI52/48_10x_8%_2.6R_???,29,31.03,2.6,15.01,1.05,63.98,-27.49,5,12,9.77,22.52,0.05,10,0.08,2.6
-26.989,??????_w40_ATR2.6_RSI54/46_8x_10%_2.6R_???,29,31.03,2.6,15.01,1.05,63.98,-27.49,5,12,9.77,22.52,0.05,8,0.1,2.6
-26.989,??????_w40_ATR2.6_RSI54/46_10x_8%_2.6R_???,29,31.03,2.6,15.01,1.05,63.98,-27.49,5,12,9.77,22.52,0.05,10,0.08,2.6
-26.989,??????_w40_ATR2.6_RSI56/44_8x_10%_2.6R_???,29,31.03,2.6,15.01,1.05,63.98,-27.49,5,12,9.77,22.52,0.05,8,0.1,2.6
-26.989,??????_w40_ATR2.6_RSI56/44_10x_8%_2.6R_???,29,31.03,2.6,15.01,1.05,63.98,-27.49,5,12,9.77,22.52,0.05,10,0.08,2.6
-27.064,??????_w40_ATR2.6_RSI52/48_8x_9%_2.8R_???,24,29.17,1.02,13.6,1.03,58.64,-23.55,5,12,9.67,20.91,-1.53,8,0.09,2.8
-27.064,??????_w40_ATR2.6_RSI54/46_8x_9%_2.8R_???,24,29.17,1.02,13.6,1.03,58.64,-23.55,5,12,9.67,20.91,-1.53,8,0.09,2.8
-27.064,??????_w40_ATR2.6_RSI56/44_8x_9%_2.8R_???,24,29.17,1.02,13.6,1.03,58.64,-23.55,5,12,9.67,20.91,-1.53,8,0.09,2.8
-27.124,??????_w50_ATR2.4_RSI52/48_8x_12%_3.5R_???,28,25.0,0.79,18.84,1.01,79.79,-26.22,6,8,8.92,15.35,-15.22,8,0.12,3.5
-27.124,??????_w50_ATR2.4_RSI54/46_8x_12%_3.5R_???,28,25.0,0.79,18.84,1.01,79.79,-26.22,6,8,8.92,15.35,-15.22,8,0.12,3.5
-27.124,??????_w50_ATR2.4_RSI56/44_8x_12%_3.5R_???,28,25.0,0.79,18.84,1.01,79.79,-26.22,6,8,8.92,15.35,-15.22,8,0.12,3.5
-27.124,??????_w50_ATR2.4_RSI52/48_12x_8%_3.5R_???,28,25.0,0.79,18.84,1.01,79.79,-26.22,6,8,8.92,15.35,-15.22,12,0.08,3.5
-27.124,??????_w50_ATR2.4_RSI54/46_12x_8%_3.5R_???,28,25.0,0.79,18.84,1.01,79.79,-26.22,6,8,8.92,15.35,-15.22,12,0.08,3.5
-27.124,??????_w50_ATR2.4_RSI56/44_12x_8%_3.5R_???,28,25.0,0.79,18.84,1.01,79.79,-26.22,6,8,8.92,15.35,-15.22,12,0.08,3.5
-27.1717,??????_w50_ATR2.4_RSI52/48_10x_10%_3.2R_???,29,27.59,2.34,15.95,1.04,77.69,-28.48,5,9,4.68,15.95,-9.9,10,0.1,3.2
-27.1717,??????_w50_ATR2.4_RSI54/46_10x_10%_3.2R_???,29,27.59,2.34,15.95,1.04,77.69,-28.48,5,9,4.68,15.95,-9.9,10,0.1,3.2
-27.1717,??????_w50_ATR2.4_RSI56/44_10x_10%_3.2R_???,29,27.59,2.34,15.95,1.04,77.69,-28.48,5,9,4.68,15.95,-9.9,10,0.1,3.2
-27.306,??????_w45_ATR3.0_RSI52/48_8x_9%_3.5R_???,16,25.0,2.87,12.34,1.1,77.26,-23.36,6,6,0.47,13.22,-8.71,8,0.09,3.5
-27.306,??????_w45_ATR3.0_RSI54/46_8x_9%_3.5R_???,16,25.0,2.87,12.34,1.1,77.26,-23.36,6,6,0.47,13.22,-8.71,8,0.09,3.5
-27.306,??????_w45_ATR3.0_RSI56/44_8x_9%_3.5R_???,16,25.0,2.87,12.34,1.1,77.26,-23.36,6,6,0.47,13.22,-8.71,8,0.09,3.5
-27.6623,??????_w40_ATR2.4_RSI52/48_10x_9%_3R_???,26,30.77,10.11,14.45,1.2,76.38,-28.33,4,13,2.8,25.7,-0.33,10,0.09,3.0
-27.6623,??????_w40_ATR2.4_RSI54/46_10x_9%_3R_???,26,30.77,10.11,14.45,1.2,76.38,-28.33,4,13,2.8,25.7,-0.33,10,0.09,3.0
-27.6623,??????_w40_ATR2.4_RSI56/44_10x_9%_3R_???,26,30.77,10.11,14.45,1.2,76.38,-28.33,4,13,2.8,25.7,-0.33,10,0.09,3.0
-27.8392,??????_w40_ATR2.6_RSI52/48_8x_11%_2.6R_???,29,31.03,2.54,16.41,1.04,70.04,-30.25,5,12,10.54,24.52,-0.14,8,0.11,2.6
-27.8392,??????_w40_ATR2.6_RSI54/46_8x_11%_2.6R_???,29,31.03,2.54,16.41,1.04,70.04,-30.25,5,12,10.54,24.52,-0.14,8,0.11,2.6
-27.8392,??????_w40_ATR2.6_RSI56/44_8x_11%_2.6R_???,29,31.03,2.54,16.41,1.04,70.04,-30.25,5,12,10.54,24.52,-0.14,8,0.11,2.6
-27.8677,??????_w40_ATR2.6_RSI52/48_8x_10%_2.8R_???,24,29.17,0.91,15.01,1.02,64.88,-26.18,5,12,10.55,22.99,-1.81,8,0.1,2.8
-27.8677,??????_w40_ATR2.6_RSI54/46_8x_10%_2.8R_???,24,29.17,0.91,15.01,1.02,64.88,-26.18,5,12,10.55,22.99,-1.81,8,0.1,2.8
-27.8677,??????_w40_ATR2.6_RSI56/44_8x_10%_2.8R_???,24,29.17,0.91,15.01,1.02,64.88,-26.18,5,12,10.55,22.99,-1.81,8,0.1,2.8
-28.0633,??????_w40_ATR2.6_RSI52/48_10x_9%_2.6R_???,29,31.03,2.52,16.76,1.04,71.55,-30.94,5,12,10.72,25.02,-0.2,10,0.09,2.6
-28.0633,??????_w40_ATR2.6_RSI54/46_10x_9%_2.6R_???,29,31.03,2.52,16.76,1.04,71.55,-30.94,5,12,10.72,25.02,-0.2,10,0.09,2.6
-28.0633,??????_w40_ATR2.6_RSI56/44_10x_9%_2.6R_???,29,31.03,2.52,16.76,1.04,71.55,-30.94,5,12,10.72,25.02,-0.2,10,0.09,2.6
-28.2045,??????_w40_ATR2.6_RSI52/48_10x_7%_2.8R_???,24,29.17,1.04,13.24,1.03,57.08,-22.89,5,12,8.85,20.81,-1.46,10,0.07,2.8
-28.2045,??????_w40_ATR2.6_RSI54/46_10x_7%_2.8R_???,24,29.17,1.04,13.24,1.03,57.08,-22.89,5,12,8.85,20.81,-1.46,10,0.07,2.8
-28.2045,??????_w40_ATR2.6_RSI56/44_10x_7%_2.8R_???,24,29.17,1.04,13.24,1.03,57.08,-22.89,5,12,8.85,20.81,-1.46,10,0.07,2.8
-28.4265,??????_w40_ATR2.6_RSI52/48_12x_8%_2.8R_???,24,29.17,0.57,17.8,1.01,77.16,-31.44,5,12,13.28,26.31,-2.45,12,0.08,2.8
-28.4265,??????_w40_ATR2.6_RSI54/46_12x_8%_2.8R_???,24,29.17,0.57,17.8,1.01,77.16,-31.44,5,12,13.28,26.31,-2.45,12,0.08,2.8
-28.4265,??????_w40_ATR2.6_RSI56/44_12x_8%_2.8R_???,24,29.17,0.57,17.8,1.01,77.16,-31.44,5,12,13.28,26.31,-2.45,12,0.08,2.8
-28.4554,??????_w45_ATR2.2_RSI52/48_8x_8%_3.2R_???,32,28.12,4.76,12.75,1.11,54.94,-19.43,6,13,4.53,17.17,-3.49,8,0.08,3.2
-28.4554,??????_w45_ATR2.2_RSI54/46_8x_8%_3.2R_???,32,28.12,4.76,12.75,1.11,54.94,-19.43,6,13,4.53,17.17,-3.49,8,0.08,3.2
-28.4554,??????_w45_ATR2.2_RSI56/44_8x_8%_3.2R_???,32,28.12,4.76,12.75,1.11,54.94,-19.43,6,13,4.53,17.17,-3.49,8,0.08,3.2
-28.7318,??????_w40_ATR2.6_RSI52/48_8x_11%_2.8R_???,24,29.17,0.76,16.41,1.02,71.05,-28.81,5,12,11.38,25.03,-2.12,8,0.11,2.8
-28.7318,??????_w40_ATR2.6_RSI54/46_8x_11%_2.8R_???,24,29.17,0.76,16.41,1.02,71.05,-28.81,5,12,11.38,25.03,-2.12,8,0.11,2.8
-28.7318,??????_w40_ATR2.6_RSI56/44_8x_11%_2.8R_???,24,29.17,0.76,16.41,1.02,71.05,-28.81,5,12,11.38,25.03,-2.12,8,0.11,2.8
-28.7424,??????_w40_ATR2.6_RSI52/48_12x_8%_2.6R_???,29,31.03,2.43,17.8,1.04,76.03,-33.0,5,12,11.53,26.31,-0.37,12,0.08,2.6
-28.7424,??????_w40_ATR2.6_RSI54/46_12x_8%_2.6R_???,29,31.03,2.43,17.8,1.04,76.03,-33.0,5,12,11.53,26.31,-0.37,12,0.08,2.6
-28.7424,??????_w40_ATR2.6_RSI56/44_12x_8%_2.6R_???,29,31.03,2.43,17.8,1.04,76.03,-33.0,5,12,11.53,26.31,-0.37,12,0.08,2.6
-28.9661,??????_w50_ATR2.4_RSI52/48_10x_10%_3.5R_???,28,25.0,0.66,19.58,1.01,82.58,-27.21,6,8,9.22,15.95,-15.85,10,0.1,3.5
-28.9661,??????_w50_ATR2.4_RSI54/46_10x_10%_3.5R_???,28,25.0,0.66,19.58,1.01,82.58,-27.21,6,8,9.22,15.95,-15.85,10,0.1,3.5
-28.9661,??????_w50_ATR2.4_RSI56/44_10x_10%_3.5R_???,28,25.0,0.66,19.58,1.01,82.58,-27.21,6,8,9.22,15.95,-15.85,10,0.1,3.5
-29.1523,??????_w45_ATR2.2_RSI52/48_10x_7%_3.2R_???,32,28.12,5.02,13.87,1.1,59.92,-21.26,6,13,4.83,18.65,-3.91,10,0.07,3.2
-29.1523,??????_w45_ATR2.2_RSI54/46_10x_7%_3.2R_???,32,28.12,5.02,13.87,1.1,59.92,-21.26,6,13,4.83,18.65,-3.91,10,0.07,3.2
-29.1523,??????_w45_ATR2.2_RSI56/44_10x_7%_3.2R_???,32,28.12,5.02,13.87,1.1,59.92,-21.26,6,13,4.83,18.65,-3.91,10,0.07,3.2
-29.3117,??????_w40_ATR2.6_RSI52/48_8x_12%_2.6R_???,29,31.03,2.43,17.8,1.04,76.03,-33.0,5,12,11.27,26.48,-0.37,8,0.12,2.6
-29.3117,??????_w40_ATR2.6_RSI54/46_8x_12%_2.6R_???,29,31.03,2.43,17.8,1.04,76.03,-33.0,5,12,11.27,26.48,-0.37,8,0.12,2.6
-29.3117,??????_w40_ATR2.6_RSI56/44_8x_12%_2.6R_???,29,31.03,2.43,17.8,1.04,76.03,-33.0,5,12,11.27,26.48,-0.37,8,0.12,2.6
-29.3934,??????_w45_ATR2.2_RSI52/48_8x_9%_3.2R_???,32,28.12,5.1,14.24,1.1,61.57,-21.88,6,13,4.92,19.13,-4.06,8,0.09,3.2
-29.3934,??????_w45_ATR2.2_RSI54/46_8x_9%_3.2R_???,32,28.12,5.1,14.24,1.1,61.57,-21.88,6,13,4.92,19.13,-4.06,8,0.09,3.2
-29.3934,??????_w45_ATR2.2_RSI56/44_8x_9%_3.2R_???,32,28.12,5.1,14.24,1.1,61.57,-21.88,6,13,4.92,19.13,-4.06,8,0.09,3.2
-29.3996,??????_w40_ATR2.6_RSI52/48_10x_8%_2.8R_???,24,29.17,0.91,15.01,1.02,64.88,-26.18,5,12,9.85,23.48,-1.81,10,0.08,2.8
-29.3996,??????_w40_ATR2.6_RSI54/46_10x_8%_2.8R_???,24,29.17,0.91,15.01,1.02,64.88,-26.18,5,12,9.85,23.48,-1.81,10,0.08,2.8
-29.3996,??????_w40_ATR2.6_RSI56/44_10x_8%_2.8R_???,24,29.17,0.91,15.01,1.02,64.88,-26.18,5,12,9.85,23.48,-1.81,10,0.08,2.8
-29.6683,??????_w40_ATR3.0_RSI52/48_10x_8%_3.5R_???,15,26.67,4.61,13.63,1.16,82.89,-25.95,6,6,0.41,14.61,-6.52,10,0.08,3.5
-29.6683,??????_w40_ATR3.0_RSI54/46_10x_8%_3.5R_???,15,26.67,4.61,13.63,1.16,82.89,-25.95,6,6,0.41,14.61,-6.52,10,0.08,3.5
-29.6683,??????_w40_ATR3.0_RSI56/44_10x_8%_3.5R_???,15,26.67,4.61,13.63,1.16,82.89,-25.95,6,6,0.41,14.61,-6.52,10,0.08,3.5
