策略,方向,入场时间,出场时间,入场价,出场价,止损价,止盈价,强平价,杠杆,保证金比例,保证金U,名义仓位U,盈亏U,入场前权益,出场后权益,出场原因,持仓小时,备注
NASOS_EWO_15m,做多,2026-02-01 23:30,2026-02-02 02:00,76970.90,78117.65,76201.19,78125.46,53879.63,3x,10%,93.67,281.02,3.90,936.73,940.63,固定止盈,2.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-02 11:30,2026-02-02 11:45,75080.21,76198.79,74329.41,76206.41,52556.15,3x,10%,94.06,282.19,3.92,940.63,944.55,固定止盈,0.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-03 11:00,2026-02-03 12:30,77782.78,78941.62,77004.95,78949.52,54447.94,3x,10%,94.45,283.36,3.94,944.55,948.48,固定止盈,1.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-03 23:00,2026-02-04 01:00,77175.72,76396.32,76403.96,78333.35,54023.00,3x,10%,94.85,284.55,-3.16,948.48,945.33,止损/移动止损,2.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-04 03:00,2026-02-04 03:00,73127.61,74217.10,72396.34,74224.53,51189.33,3x,10%,94.53,283.60,3.94,945.33,949.27,固定止盈,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-04 21:45,2026-02-04 22:45,75323.83,74563.14,74570.59,76453.69,52726.68,3x,10%,94.93,284.78,-3.16,949.27,946.11,止损/移动止损,1.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-04 23:00,2026-02-05 00:00,74331.63,73580.96,73588.32,75446.61,52032.14,3x,10%,94.61,283.83,-3.15,946.11,942.96,止损/移动止损,1.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-05 11:00,2026-02-05 12:00,71432.34,70710.95,70718.02,72503.83,50002.64,3x,10%,94.30,282.89,-3.14,942.96,939.82,止损/移动止损,1.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-05 23:15,2026-02-05 23:15,67964.80,67278.42,67285.15,68984.27,47575.36,3x,10%,93.98,281.95,-3.13,939.82,936.69,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-05 23:30,2026-02-05 23:45,66817.38,67812.86,66149.21,67819.64,46772.17,3x,10%,93.67,281.01,3.90,936.69,940.60,固定止盈,0.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-06 04:30,2026-02-06 04:30,63826.98,63182.39,63188.71,64784.39,44678.89,3x,10%,94.06,282.18,-3.13,940.60,937.47,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-06 04:45,2026-02-06 04:45,63634.76,62992.12,62998.42,64589.28,44544.33,3x,10%,93.75,281.24,-3.12,937.47,934.35,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-06 08:15,2026-02-06 08:15,60214.42,61111.53,59612.28,61117.64,42150.09,3x,10%,93.43,280.30,3.89,934.35,938.24,固定止盈,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-06 08:30,2026-02-06 08:30,61345.33,62259.29,60731.88,62265.51,42941.73,3x,10%,93.82,281.47,3.91,938.24,942.15,固定止盈,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-07 15:00,2026-02-07 15:00,68752.17,68057.85,68064.65,69783.46,48126.52,3x,10%,94.21,282.64,-3.14,942.15,939.01,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-07 15:15,2026-02-07 20:15,67945.59,68957.88,67266.14,68964.78,47561.92,3x,10%,93.90,281.70,3.91,939.01,942.93,固定止盈,5.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-13 00:15,2026-02-13 00:45,66530.15,65858.26,65864.85,67528.10,46571.11,3x,10%,94.29,282.88,-3.14,942.93,939.79,止损/移动止损,0.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-15 21:00,2026-02-16 01:45,69288.93,68589.18,68596.04,70328.26,48502.25,3x,10%,93.98,281.94,-3.13,939.79,936.66,止损/移动止损,4.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-17 22:45,2026-02-18 00:30,67070.71,68069.96,66400.00,68076.77,46949.49,3x,10%,93.67,281.00,3.90,936.66,940.56,固定止盈,1.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-23 09:00,2026-02-23 09:00,66711.07,66037.36,66043.96,67711.74,46697.75,3x,10%,94.06,282.17,-3.13,940.56,937.43,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-23 09:15,2026-02-23 09:45,65450.44,64789.46,64795.94,66432.20,45815.31,3x,10%,93.74,281.23,-3.12,937.43,934.31,止损/移动止损,0.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-23 10:00,2026-02-23 14:15,64399.94,65359.40,63755.94,65365.94,45079.96,3x,10%,93.43,280.29,3.89,934.31,938.21,固定止盈,4.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-24 00:15,2026-02-24 01:15,65203.72,64545.23,64551.68,66181.78,45642.60,3x,10%,93.82,281.46,-3.12,938.21,935.09,止损/移动止损,1.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-26 23:30,2026-02-27 12:15,66951.99,67949.48,66282.47,67956.27,46866.40,3x,10%,93.51,280.53,3.90,935.09,938.98,固定止盈,12.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-27 18:15,2026-02-27 19:30,66841.68,66166.65,66173.27,67844.31,46789.18,3x,10%,93.90,281.69,-3.13,938.98,935.86,止损/移动止损,1.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-28 01:00,2026-02-28 14:15,65461.25,64800.15,64806.63,66443.16,45822.87,3x,10%,93.59,280.76,-3.11,935.86,932.74,止损/移动止损,13.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-28 14:30,2026-02-28 14:30,64545.35,63893.51,63899.90,65513.53,45181.75,3x,10%,93.27,279.82,-3.10,932.74,929.64,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-28 14:45,2026-02-28 14:45,64026.10,63379.50,63385.84,64986.49,44818.27,3x,10%,92.96,278.89,-3.09,929.64,926.54,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-02-28 15:00,2026-02-28 15:30,63184.72,64126.08,62552.87,64132.49,44229.30,3x,10%,92.65,277.96,3.86,926.54,930.41,固定止盈,0.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-03 16:45,2026-03-03 17:15,67319.93,66640.07,66646.73,68329.73,47123.95,3x,10%,93.04,279.12,-3.10,930.41,927.31,止损/移动止损,0.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-05 23:30,2026-03-06 09:15,71254.52,70534.93,70541.98,72323.34,49878.17,3x,10%,92.73,278.19,-3.09,927.31,924.22,止损/移动止损,9.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-08 11:00,2026-03-08 18:15,66904.29,67901.06,66235.25,67907.85,46833.00,3x,10%,92.42,277.27,3.85,924.22,928.07,固定止盈,7.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-09 06:15,2026-03-09 11:00,66054.70,67038.82,65394.16,67045.53,46238.29,3x,10%,92.81,278.42,3.87,928.07,931.94,固定止盈,4.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-10 21:45,2026-03-10 22:45,69889.19,70930.43,69190.30,70937.53,48922.43,3x,10%,93.19,279.58,3.88,931.94,935.83,固定止盈,1.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-18 19:45,2026-03-18 20:30,73091.11,72352.96,72360.20,74187.48,51163.78,3x,10%,93.58,280.75,-3.11,935.83,932.71,止损/移动止损,0.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-22 08:00,2026-03-22 08:00,68896.19,68200.41,68207.23,69929.63,48227.33,3x,10%,93.27,279.81,-3.10,932.71,929.61,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-22 08:15,2026-03-23 05:00,68658.37,67964.98,67971.78,69688.24,48060.86,3x,10%,92.96,278.88,-3.09,929.61,926.51,止损/移动止损,20.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-24 21:45,2026-03-24 22:45,70299.63,69589.67,69596.63,71354.12,49209.74,3x,10%,92.65,277.95,-3.08,926.51,923.43,止损/移动止损,1.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-26 23:15,2026-03-27 02:15,68921.99,68225.95,68232.77,69955.82,48245.39,3x,10%,92.34,277.03,-3.07,923.43,920.36,止损/移动止损,3.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-27 16:45,2026-03-27 18:30,67795.28,67110.61,67117.33,68812.21,47456.70,3x,10%,92.04,276.11,-3.06,920.36,917.29,止损/移动止损,1.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-29 07:15,2026-03-30 06:30,66365.24,65695.01,65701.58,67360.71,46455.67,3x,10%,91.73,275.19,-3.05,917.29,914.24,止损/移动止损,23.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-30 06:45,2026-03-30 06:45,65656.57,64993.50,65000.00,66641.41,45959.60,3x,10%,91.42,274.27,-3.04,914.24,911.20,止损/移动止损,0.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-03-31 16:45,2026-03-31 17:45,66826.08,66151.21,66157.82,67828.47,46778.26,3x,10%,91.12,273.36,-3.03,911.20,908.16,止损/移动止损,1.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-01 21:45,2026-04-02 01:00,68090.21,69104.65,67409.31,69111.56,47663.15,3x,10%,90.82,272.45,3.78,908.16,911.95,固定止盈,3.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-02 09:30,2026-04-02 10:00,67553.45,66871.23,66877.92,68566.76,47287.42,3x,10%,91.19,273.58,-3.04,911.95,908.91,止损/移动止损,0.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-05 14:15,2026-04-05 23:30,66634.76,67627.52,65968.42,67634.28,46644.33,3x,10%,90.89,272.67,3.79,908.91,912.70,固定止盈,9.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-07 07:00,2026-04-07 19:00,68774.98,68080.42,68087.23,69806.60,48142.48,3x,10%,91.27,273.81,-3.04,912.70,909.66,止损/移动止损,12.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-12 09:45,2026-04-12 21:00,71708.17,70983.99,70991.09,72783.79,50195.72,3x,10%,90.97,272.90,-3.03,909.66,906.64,止损/移动止损,11.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-16 16:15,2026-04-16 21:45,74500.85,73748.47,73755.84,75618.36,52150.59,3x,10%,90.66,271.99,-3.02,906.64,903.62,止损/移动止损,5.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-16 22:00,2026-04-17 00:00,73757.38,74856.25,73019.80,74863.74,51630.16,3x,10%,90.36,271.09,3.77,903.62,907.38,固定止盈,2.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-19 15:30,2026-04-19 21:15,74949.69,76066.33,74200.20,76073.94,52464.79,3x,10%,90.74,272.22,3.78,907.38,911.17,固定止盈,5.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-22 03:45,2026-04-22 07:30,74829.68,75944.53,74081.39,75952.13,52380.78,3x,10%,91.12,273.35,3.80,911.17,914.96,固定止盈,3.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-25 06:45,2026-04-27 03:15,77239.92,78390.68,76467.52,78398.52,54067.95,3x,10%,91.50,274.49,3.81,914.96,918.78,固定止盈,44.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-27 13:30,2026-04-27 23:15,77793.88,77008.24,77015.94,78960.79,54455.72,3x,10%,91.88,275.63,-3.06,918.78,915.72,止损/移动止损,9.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-04-27 23:30,2026-04-28 21:00,76827.48,76051.60,76059.21,77979.89,53779.24,3x,10%,91.57,274.72,-3.05,915.72,912.67,止损/移动止损,21.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-04 18:15,2026-05-04 22:45,78730.47,79903.44,77943.17,79911.43,55111.33,3x,10%,91.27,273.80,3.80,912.67,916.47,固定止盈,4.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-11 04:45,2026-05-11 06:30,80775.48,81978.91,79967.72,81987.11,56542.83,3x,10%,91.65,274.94,3.82,916.47,920.29,固定止盈,1.75,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-12 23:30,2026-05-13 23:00,80183.52,79373.74,79381.68,81386.27,56128.46,3x,10%,92.03,276.09,-3.06,920.29,917.23,止损/移动止损,23.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-15 21:45,2026-05-16 15:00,79117.31,78318.31,78326.14,80304.07,55382.12,3x,10%,91.72,275.17,-3.05,917.23,914.18,止损/移动止损,17.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-16 15:15,2026-05-18 07:30,78228.32,77438.29,77446.04,79401.75,54759.83,3x,10%,91.42,274.25,-3.04,914.18,911.13,止损/移动止损,40.25,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-18 07:45,2026-05-18 22:15,77222.72,76442.85,76450.49,78381.06,54055.91,3x,10%,91.11,273.34,-3.03,911.13,908.10,止损/移动止损,14.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-23 03:45,2026-05-23 15:45,75790.88,75025.47,75032.97,76927.74,53053.61,3x,10%,90.81,272.43,-3.02,908.10,905.08,止损/移动止损,12.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-23 16:00,2026-05-24 02:00,74583.76,75694.94,73837.92,75702.51,52208.63,3x,10%,90.51,271.52,3.77,905.08,908.85,固定止盈,10.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-25 05:45,2026-05-25 08:45,76113.21,77247.18,75352.08,77254.91,53279.25,3x,10%,90.89,272.66,3.79,908.85,912.64,固定止盈,3.00,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-27 21:15,2026-05-28 01:45,75423.74,74662.04,74669.50,76555.10,52796.62,3x,10%,91.26,273.79,-3.04,912.64,909.60,止损/移动止损,4.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-28 11:30,2026-05-28 12:00,73721.17,72976.66,72983.96,74826.99,51604.82,3x,10%,90.96,272.88,-3.03,909.60,906.57,止损/移动止损,0.50,EWO/NFI/BB_RPB 多条件低位信号
NASOS_EWO_15m,做多,2026-05-28 21:45,2026-05-29 05:30,72770.28,73854.44,72042.57,73861.83,50939.19,3x,10%,90.66,271.97,3.78,906.57,910.35,固定止盈,7.75,EWO/NFI/BB_RPB 多条件低位信号
