ts,open,high,low,close,volume
1744603200000,84574.5,85118.0,84220.0,84590.0,1089668.14
1744617600000,84590.1,84974.9,84260.0,84929.9,1162930.72
1744632000000,84929.9,85819.7,83695.8,84100.7,4067427.02
1744646400000,84100.7,85210.0,83850.4,84908.4,1575131.21
1744660800000,84908.5,84974.9,84411.4,84579.9,554078.77
1744675200000,84580.0,85430.0,84333.4,85392.3,1185827.79
1744689600000,85392.3,85897.9,85163.0,85743.1,1352235.93
1744704000000,85743.0,86061.6,85332.1,85590.1,1578588.86
1744718400000,85590.1,86478.0,84625.0,84922.7,3455695.31
1744732800000,84922.6,85146.4,83888.0,83974.7,1432325.25
1744747200000,83974.7,84236.2,83588.1,83649.6,913376.17
1744761600000,83649.6,83949.8,83101.4,83690.1,1365831.59
1744776000000,83690.0,83820.0,83217.5,83363.1,1037262.7
1744790400000,83363.2,84134.9,83124.9,84044.4,1516405.81
1744804800000,84044.8,85286.1,83481.5,84854.6,2461237.06
1744819200000,84854.6,85588.0,83266.2,84335.5,3103968.31
1744833600000,84335.5,84683.9,84031.3,84034.1,648112.73
1744848000000,84034.1,84496.0,83790.0,83992.7,901313.65
1744862400000,83992.8,85063.5,83891.4,84681.7,1212212.75
1744876800000,84681.7,84771.6,84183.2,84580.0,805834.62
1744891200000,84580.0,84874.0,83703.0,84541.9,2184367.03
1744905600000,84542.0,85488.0,84404.9,84840.9,2123072.41
1744920000000,84840.7,85141.0,84727.5,84949.9,470972.86
1744934400000,84949.9,85149.1,84728.0,84834.2,498501.72
1744948800000,84834.1,84853.2,84416.0,84670.2,676865.8
1744963200000,84670.1,84778.5,84481.3,84679.0,445806.8
1744977600000,84679.0,84770.0,84314.5,84372.8,750907.6
1744992000000,84372.8,84657.9,84270.2,84579.0,499795.7
1745006400000,84578.9,84710.7,84340.0,84467.8,312056.92
1745020800000,84467.8,84988.7,84370.0,84884.5,596916.07
1745035200000,84884.4,85274.6,84879.7,85223.6,956537.91
1745049600000,85223.5,85456.4,85100.0,85230.9,850645.89
1745064000000,85230.8,85700.0,85066.0,85186.6,830916.39
1745078400000,85186.7,85350.2,84710.0,85106.9,924027.69
1745092800000,85106.9,85390.0,85020.0,85091.6,242929.52
1745107200000,85091.6,85338.1,85049.5,85163.0,312812.63
1745121600000,85163.0,85250.0,84668.7,84780.7,801492.17
1745136000000,84780.7,84799.4,83935.4,84133.1,1209322.08
1745150400000,84133.2,84677.0,84100.0,84352.2,960811.63
1745164800000,84352.1,84670.0,84280.0,84650.0,407894.26
1745179200000,84650.1,85309.3,84618.0,85193.1,1160151.85
1745193600000,85193.1,87679.7,85151.5,87216.8,3677013.52
1745208000000,87216.7,87756.0,87060.0,87452.3,1000657.11
1745222400000,87452.3,87799.9,86650.0,86970.1,1386114.89
1745236800000,86970.1,88474.3,86790.1,88039.2,3692796.86
1745251200000,88039.2,88253.0,86377.0,87400.1,2802191.52
1745265600000,87400.1,87628.0,86813.3,87505.0,773273.37
1745280000000,87505.1,88888.0,87050.0,88162.6,2571092.24
1745294400000,88162.7,88512.3,87964.0,88487.9,1146456.52
1745308800000,88487.8,88699.9,88234.6,88621.1,927259.17
1745323200000,88621.1,91458.7,88478.8,90931.8,6011316.65
1745337600000,90931.8,91720.9,90626.8,91405.6,2134104.54
1745352000000,91405.7,94180.0,91042.2,93461.2,3623810.34
1745366400000,93462.0,93929.7,92608.6,93183.8,1740310.5
1745380800000,93183.8,94350.0,93022.4,94144.9,1733296.74
1745395200000,94144.9,94555.0,93340.0,93484.0,1770384.83
1745409600000,93484.0,94800.0,91945.4,93188.5,4512356.51
1745424000000,93188.4,94235.9,92913.0,93477.7,1672587.33
1745438400000,93477.6,93928.7,93230.7,93683.6,648490.32
1745452800000,93683.6,93778.0,92600.0,92659.3,1139706.28
1745467200000,92659.3,92888.0,92048.8,92185.4,1469977.04
1745481600000,92185.4,92647.9,91640.1,92599.9,1883620.05
1745496000000,92600.0,93433.0,92414.7,93171.0,1857066.8
1745510400000,93171.1,93676.5,92649.1,93538.8,1287091.31
1745524800000,93538.2,93982.6,93000.1,93960.1,998964.79
1745539200000,93960.1,94410.0,92801.0,93275.0,1843111.63
1745553600000,93274.9,93868.1,92970.0,93758.6,1255805.94
1745568000000,93758.6,94625.4,93507.8,94591.3,1278970.42
1745582400000,94591.2,95737.2,93881.5,95020.6,3974600.93
1745596800000,95020.7,95528.1,94333.5,95239.5,1520407.97
1745611200000,95239.5,95295.3,94410.0,94601.9,597098.25
1745625600000,94601.9,95171.4,94514.1,94701.4,678445.93
1745640000000,94701.5,94806.1,94323.8,94516.4,637475.6
1745654400000,94516.3,94700.0,93942.7,94114.2,1018368.49
1745668800000,94114.1,94371.9,93825.0,94330.1,866645.1
1745683200000,94330.1,94349.2,93990.1,94258.4,415674.02
1745697600000,94258.3,94855.5,94035.5,94582.0,645354.53
1745712000000,94582.0,95276.3,94004.3,94119.4,1170600.62
1745726400000,94119.3,94258.6,93611.0,94035.6,788941.37
1745740800000,94035.7,94299.9,93835.1,93881.4,528374.33
1745755200000,93881.4,94137.2,93538.4,93847.5,950147.64
1745769600000,93847.5,94397.9,93685.3,94390.0,596033.27
1745784000000,94390.0,94500.0,93588.9,93708.0,737678.94
1745798400000,93708.0,93941.5,92732.5,93804.9,2091801.01
1745812800000,93804.9,94751.5,93804.9,94642.2,1190389.17
1745827200000,94642.2,95488.0,94284.1,95273.8,3338791.92
1745841600000,95273.8,95577.6,93529.4,93800.0,3215835.12
1745856000000,93799.9,94879.6,93406.0,94743.8,1397988.93
1745870400000,94743.8,95146.0,94253.3,94960.0,857433.98
1745884800000,94959.9,95420.5,94386.9,94617.0,1422278.67
1745899200000,94617.0,94926.2,94161.7,94873.5,1043113.29
1745913600000,94873.4,95247.7,94688.1,95092.0,933803.2
1745928000000,95092.0,95262.3,94439.8,94791.2,1528389.69
1745942400000,94791.3,95442.2,94595.5,95259.3,1651805.91
1745956800000,95259.4,95380.5,93668.5,94196.0,2002825.71
1745971200000,94196.0,95080.0,94061.5,95000.0,1175310.52
1745985600000,95000.0,95146.9,94456.4,94587.3,861602.2
1746000000000,94587.2,95200.0,94480.0,95145.9,1103192.19
1746014400000,95145.8,95186.8,92864.0,93955.0,4113285.95
1746028800000,93955.0,94525.2,93464.0,94122.6,1266575.52
1746043200000,94122.6,94738.0,93873.7,94112.2,1326369.69
1746057600000,94112.3,94966.0,94068.6,94728.0,1218549.95
1746072000000,94728.0,95162.8,94658.8,94960.9,950098.04
1746086400000,94960.9,96364.8,94851.9,96132.1,2621149.71
1746100800000,96132.1,97398.0,95762.5,96806.1,3762593.73
1746115200000,96806.0,97319.3,96364.1,96490.0,1437727.26
1746129600000,96489.9,96858.4,96137.6,96443.3,873521.88
1746144000000,96443.2,97188.0,96426.2,97055.9,1058456.88
1746158400000,97055.9,97250.0,96307.6,96323.0,1183439.72
1746172800000,96323.1,97050.8,96320.1,96873.0,971067.57
1746187200000,96873.0,97861.2,96600.0,97269.9,2565780.5
1746201600000,97269.8,97742.2,96700.1,96859.5,1292074.61
1746216000000,96859.5,97085.0,96509.8,96837.0,501486.79
1746230400000,96836.9,96880.0,96256.0,96280.2,831439.01
1746244800000,96280.2,96550.1,96070.0,96294.7,754947.72
1746259200000,96294.8,96400.0,95811.0,95900.0,891607.26
1746273600000,95900.1,96472.1,95850.0,96359.7,774789.91
1746288000000,96359.8,96374.9,95815.0,96323.4,657295.61
1746302400000,96323.5,96400.0,95666.4,95800.0,666652.1
1746316800000,95800.0,96265.0,95526.4,95688.4,989460.81
1746331200000,95688.4,96105.9,95650.0,95848.6,479860.55
1746345600000,95848.7,95898.6,95233.5,95380.3,905814.88
1746360000000,95380.3,95631.0,95181.5,95415.3,679038.78
1746374400000,95415.2,95598.5,95200.0,95542.1,441393.47
1746388800000,95542.0,95720.0,94102.3,94232.0,1413166.6
1746403200000,94232.1,94750.0,93430.4,94009.9,1924830.04
1746417600000,94009.9,94786.5,93971.1,94705.9,904501.06
1746432000000,94705.8,94740.0,93850.1,93998.1,940560.44
1746446400000,93998.1,94500.0,93560.0,93734.0,1869459.67
1746460800000,93733.9,94865.4,93717.0,94300.0,1218577.79
1746475200000,94299.9,95150.0,93810.2,94694.1,1005419.4
1746489600000,94694.1,94886.0,93981.0,94410.4,970770.0
1746504000000,94410.3,94599.0,94251.3,94344.1,504176.33
1746518400000,94344.1,94353.3,93674.0,93773.0,960339.54
1746532800000,93772.9,94683.5,93338.0,94505.1,2203876.68
1746547200000,94505.7,95106.9,94171.5,94909.2,1049946.31
1746561600000,94909.3,96866.0,94379.4,96782.0,2192113.39
1746576000000,96782.0,97720.0,96171.9,96464.4,2587574.03
1746590400000,96464.4,96958.0,96274.6,96932.0,829576.77
1746604800000,96931.9,97066.0,96777.0,96996.7,686267.91
1746619200000,96996.7,97444.3,96669.0,96896.0,1578180.17
1746633600000,96896.1,96917.6,95737.8,96133.1,2345758.88
1746648000000,96133.1,97349.5,96026.7,96984.0,1119935.01
1746662400000,96983.9,99200.0,96805.0,99102.6,3057325.49
1746676800000,99104.0,99389.0,98698.8,99211.9,1764637.18
