策略,退出,杠杆,保证金,交易数,胜率,全年收益,最终权益,最大回撤,后1/3交易数,后1/3收益,盈亏因子,平均盈利,平均亏损,最大连亏,止盈,信号退出,止损,时间退出,强平,平均持仓小时
NASOS_EWO_15m,自定义锁盈_8%止损,3x,20%,84,85.71%,-21.79%,782.09,26.52%,38,-7.36%,0.58,4.25,-43.64,2,0,72,12,0,0,54.77
NASOS_EWO_15m,自定义锁盈_8%止损,5x,10%,84,85.71%,-18.33%,816.70,22.50%,38,-6.08%,0.59,3.63,-37.05,2,0,72,12,0,0,54.77
NASOS_EWO_15m,自定义锁盈_8%止损,5x,20%,84,85.71%,-34.87%,651.28,41.06%,38,-12.70%,0.57,6.40,-67.43,2,0,72,12,0,0,54.77
NASOS_EWO_15m,自定义锁盈_12%止损,3x,10%,68,88.24%,-10.47%,895.27,13.28%,30,-3.63%,0.56,2.21,-29.68,1,0,60,6,1,0,79.22
NASOS_EWO_15m,自定义锁盈_12%止损,3x,20%,68,88.24%,-20.62%,793.82,25.47%,30,-7.46%,0.55,4.17,-57.03,1,0,60,6,1,0,79.22
NASOS_EWO_15m,自定义锁盈_12%止损,5x,10%,68,88.24%,-17.28%,827.21,21.53%,30,-6.16%,0.55,3.54,-48.18,1,0,60,6,1,0,79.22
NASOS_EWO_15m,自定义锁盈_12%止损,5x,20%,68,88.24%,-33.47%,665.34,40.02%,30,-12.84%,0.53,6.39,-89.74,1,0,60,6,1,0,79.22
SmartMoney_30m,固定1%止盈_1%止损,3x,10%,404,47.03%,-18.74%,812.56,18.91%,162,-7.52%,0.71,2.41,-3.01,6,189,0,214,1,0,6.35
SmartMoney_30m,固定1%止盈_1%止损,3x,20%,404,47.03%,-34.22%,657.80,34.48%,162,-14.60%,0.71,4.36,-5.47,6,189,0,214,1,0,6.35
SmartMoney_30m,固定1%止盈_1%止损,5x,10%,404,47.03%,-29.39%,706.09,29.62%,162,-12.29%,0.71,3.75,-4.71,6,189,0,214,1,0,6.35
SmartMoney_30m,固定1%止盈_1%止损,5x,20%,404,47.03%,-50.66%,493.42,50.98%,162,-23.39%,0.71,6.38,-8.03,6,189,0,214,1,0,6.35
SmartMoney_30m,固定1.5%止盈_1%止损,3x,10%,342,37.13%,-17.19%,828.11,17.60%,129,-8.19%,0.74,3.79,-3.04,9,127,0,215,0,0,8.95
SmartMoney_30m,固定1.5%止盈_1%止损,3x,20%,342,37.13%,-31.74%,682.64,32.41%,129,-15.85%,0.73,6.89,-5.55,9,127,0,215,0,0,8.95
SmartMoney_30m,固定1.5%止盈_1%止损,5x,10%,342,37.13%,-27.16%,728.41,27.76%,129,-13.35%,0.73,5.93,-4.77,9,127,0,215,0,0,8.95
SmartMoney_30m,固定1.5%止盈_1%止损,5x,20%,342,37.13%,-47.61%,523.87,48.47%,129,-25.27%,0.73,10.14,-8.20,9,127,0,215,0,0,8.95
SmartMoney_30m,固定2%止盈_1.5%止损,3x,10%,235,40.85%,-12.85%,871.48,12.93%,93,-7.50%,0.79,5.19,-4.51,5,94,0,139,1,0,16.71
SmartMoney_30m,固定2%止盈_1.5%止损,3x,20%,235,40.85%,-24.53%,754.73,24.65%,93,-14.66%,0.79,9.61,-8.40,5,94,0,139,1,0,16.71
SmartMoney_30m,固定2%止盈_1.5%止损,5x,10%,235,40.85%,-20.77%,792.35,20.88%,93,-12.31%,0.79,8.22,-7.17,5,94,0,139,1,0,16.71
SmartMoney_30m,固定2%止盈_1.5%止损,5x,20%,235,40.85%,-38.30%,616.97,38.47%,93,-23.63%,0.78,14.43,-12.72,5,94,0,139,1,0,16.71
SmartMoney_30m,固定3%止盈_2%止损,3x,10%,163,36.81%,-12.28%,877.24,14.19%,68,-9.13%,0.79,7.93,-5.81,8,59,0,100,3,0,29.99
SmartMoney_30m,固定3%止盈_2%止损,3x,20%,163,36.81%,-23.69%,763.10,26.84%,68,-17.71%,0.79,14.72,-10.87,8,59,0,100,3,0,29.99
SmartMoney_30m,固定3%止盈_2%止损,5x,10%,163,36.81%,-19.99%,800.14,22.79%,68,-14.91%,0.79,12.57,-9.26,8,59,0,100,3,0,29.99
SmartMoney_30m,固定3%止盈_2%止损,5x,20%,163,36.81%,-37.45%,625.46,41.45%,68,-28.29%,0.78,22.15,-16.54,8,59,0,100,3,0,29.99
SmartMoney_30m,信号退出_2%止损,3x,10%,155,40.65%,-6.04%,939.56,13.53%,61,-5.08%,0.89,8.01,-6.14,19,0,62,92,0,0,31.96
SmartMoney_30m,信号退出_2%止损,3x,20%,155,40.65%,-12.70%,872.99,25.58%,61,-10.43%,0.88,15.33,-11.88,19,0,62,92,0,0,31.96
SmartMoney_30m,信号退出_2%止损,5x,10%,155,40.65%,-10.43%,895.74,21.72%,61,-8.63%,0.89,12.97,-10.01,19,0,62,92,0,0,31.96
SmartMoney_30m,信号退出_2%止损,5x,20%,155,40.65%,-22.17%,778.25,39.53%,61,-17.82%,0.87,23.98,-18.83,19,0,62,92,0,0,31.96
SmartMoney_30m,自定义锁盈_4%止损,3x,10%,118,65.25%,-7.29%,927.11,13.14%,42,-4.32%,0.85,5.37,-11.86,4,0,53,64,0,0,42.71
SmartMoney_30m,自定义锁盈_4%止损,3x,20%,118,65.25%,-15.04%,849.59,25.02%,42,-8.99%,0.84,10.16,-22.76,4,0,53,64,0,0,42.71
SmartMoney_30m,自定义锁盈_4%止损,5x,10%,118,65.25%,-12.42%,875.81,21.20%,42,-7.40%,0.84,8.63,-19.24,4,0,53,64,0,0,42.71
SmartMoney_30m,自定义锁盈_4%止损,5x,20%,118,65.25%,-25.73%,742.74,38.99%,42,-15.62%,0.82,15.66,-35.68,4,0,53,64,0,0,42.71
SmartMoney_30m,信号退出_8%止损,3x,10%,61,75.41%,-5.19%,948.06,15.92%,20,-4.33%,0.85,6.59,-23.67,5,0,45,15,0,0,99.16
SmartMoney_30m,信号退出_8%止损,3x,20%,61,75.41%,-11.37%,886.26,29.91%,20,-9.04%,0.83,12.49,-45.89,5,0,45,15,0,0,99.16
SmartMoney_30m,信号退出_8%止损,5x,10%,61,75.41%,-9.22%,907.83,25.45%,20,-7.43%,0.84,10.60,-38.66,5,0,45,15,0,0,99.16
SmartMoney_30m,信号退出_8%止损,5x,20%,61,75.41%,-20.78%,792.19,45.78%,20,-15.82%,0.81,19.28,-72.99,5,0,45,15,0,0,99.16
SmartMoney_30m,固定2%止盈_4%止损,3x,10%,115,60.00%,-15.07%,849.35,17.01%,49,-6.99%,0.70,5.10,-10.92,4,68,0,43,3,0,43.37
SmartMoney_30m,固定2%止盈_4%止损,3x,20%,115,60.00%,-28.50%,714.95,31.61%,49,-13.82%,0.69,9.29,-20.13,4,68,0,43,3,0,43.37
SmartMoney_30m,固定2%止盈_4%止损,5x,10%,115,60.00%,-24.20%,757.97,27.00%,49,-11.57%,0.69,7.99,-17.24,4,68,0,43,3,0,43.37
SmartMoney_30m,固定2%止盈_4%止损,5x,20%,115,60.00%,-43.98%,560.23,47.75%,49,-22.63%,0.68,13.68,-30.09,4,68,0,43,3,0,43.37
SmartMoney_30m,自定义锁盈_8%止损,3x,10%,76,80.26%,-9.42%,905.81,16.09%,27,-6.29%,0.73,4.24,-23.53,2,0,40,35,0,0,76.66
SmartMoney_30m,自定义锁盈_8%止损,3x,20%,76,80.26%,-18.90%,810.99,30.22%,27,-12.68%,0.72,8.07,-45.41,2,0,40,35,0,0,76.66
SmartMoney_30m,自定义锁盈_8%止损,5x,10%,76,80.26%,-15.75%,842.55,25.72%,27,-10.54%,0.73,6.84,-38.31,2,0,40,35,0,0,76.66
SmartMoney_30m,自定义锁盈_8%止损,5x,20%,76,80.26%,-31.33%,686.73,46.23%,27,-21.24%,0.71,12.53,-71.85,2,0,40,35,0,0,76.66
SmartMoney_30m,自定义锁盈_12%止损,3x,10%,58,86.21%,-5.28%,947.17,12.45%,16,-3.25%,0.79,4.00,-31.61,2,0,36,20,1,0,111.46
SmartMoney_30m,自定义锁盈_12%止损,3x,20%,58,86.21%,-11.24%,887.58,24.04%,16,-7.08%,0.78,7.82,-62.91,2,0,36,20,1,0,111.46
SmartMoney_30m,自定义锁盈_12%止损,5x,10%,58,86.21%,-9.19%,908.13,20.28%,16,-5.75%,0.78,6.57,-52.53,2,0,36,20,1,0,111.46
SmartMoney_30m,自定义锁盈_12%止损,5x,20%,58,86.21%,-20.05%,799.52,38.12%,16,-13.00%,0.76,12.57,-103.61,2,0,36,20,1,0,111.46
