策略,杠杆,保证金比例,止盈R,最长持仓小时,交易,胜率,收益,最大回撤,盈亏比,平均盈利U,平均亏损U,最大连亏,强平,测试段交易,测试段收益,测试段回撤,测试段平均盈利U
摸底摸顶_15x_15%_2R_4H,15,0.1500,2.0,4.0,28,35.71,-3.52,8.68,0.86,21.23,-13.75,4,0,13,-3.82,8.18,13.91
摸底摸顶_20x_12%_2.5R_4H,20,0.1200,2.5,4.0,28,35.71,-2.81,9.24,0.89,23.65,-14.70,4,0,13,-4.08,8.71,14.82
摸底摸顶_30x_8%_2.5R_4H,30,0.0800,2.5,4.0,28,35.71,-2.81,9.24,0.89,23.65,-14.70,4,0,13,-4.08,8.71,14.82
摸底摸顶_20x_8%_1R_4H,20,0.0800,1.0,4.0,28,35.71,-5.89,6.50,0.66,11.54,-9.69,4,0,13,-3.24,5.87,8.62
摸底摸顶_10x_5%_3R_24H,10,0.0500,3.0,24.0,27,25.93,-5.48,5.74,0.50,7.84,-5.49,10,0,13,-3.54,5.07,10.86
摸底摸顶_15x_12%_1.2R_4H,15,0.1200,1.2,4.0,28,35.71,-5.47,6.98,0.72,14.19,-10.92,4,0,13,-3.43,6.59,10.21
摸底摸顶_10x_12%_2R_8H,10,0.1200,2.0,8.0,28,50.00,-3.79,7.05,0.81,11.22,-13.93,4,0,13,-3.99,7.05,11.46
摸底摸顶_15x_8%_2R_8H,15,0.0800,2.0,8.0,28,50.00,-3.79,7.05,0.81,11.22,-13.93,4,0,13,-3.99,7.05,11.46
摸底摸顶_15x_15%_3R_4H,15,0.1500,3.0,4.0,28,35.71,-3.79,8.68,0.85,20.94,-13.74,4,0,13,-3.82,8.18,13.91
趋势回踩_10x_5%_2.5R_不限时,10,0.0500,2.5,,60,30.00,-4.85,14.25,0.91,26.02,-12.31,7,0,20,1.75,10.66,30.44
摸底摸顶_10x_5%_2R_不限时,10,0.0500,2.0,,26,23.08,-5.76,5.76,0.56,12.31,-6.57,6,0,13,-4.81,4.81,12.51
摸底摸顶_10x_25%_2.5R_4H,10,0.2500,2.5,4.0,28,35.71,-2.96,9.61,0.89,24.58,-15.30,4,0,13,-4.25,9.05,15.42
趋势回踩_10x_5%_3R_24H,10,0.0500,3.0,24.0,135,40.74,-3.76,11.30,0.94,10.01,-7.35,10,0,50,-0.34,8.62,10.25
摸底摸顶_15x_15%_1.5R_4H,15,0.1500,1.5,4.0,28,35.71,-4.59,8.26,0.81,20.09,-13.71,4,0,13,-3.90,8.18,13.70
摸底摸顶_15x_5%_0.8R_12H,15,0.0500,0.8,12.0,28,42.86,-6.06,6.06,0.49,4.87,-7.44,3,0,13,-3.34,4.56,5.11
摸底摸顶_10x_10%_2.5R_12H,10,0.1000,2.5,12.0,28,39.29,-5.11,6.41,0.70,10.64,-9.89,5,0,13,-4.25,6.41,10.88
摸底摸顶_20x_5%_2.5R_12H,20,0.0500,2.5,12.0,28,39.29,-5.11,6.41,0.70,10.64,-9.89,5,0,13,-4.25,6.41,10.88
摸底摸顶_10x_5%_0.8R_24H,10,0.0500,0.8,24.0,27,37.04,-5.38,5.38,0.45,4.47,-5.80,8,0,13,-4.08,4.89,4.13
摸底摸顶_20x_12%_2R_4H,20,0.1200,2.0,4.0,28,35.71,-3.79,9.24,0.86,22.57,-14.65,4,0,13,-4.08,8.71,14.82
摸底摸顶_30x_8%_2R_4H,30,0.0800,2.0,4.0,28,35.71,-3.79,9.24,0.86,22.57,-14.65,4,0,13,-4.08,8.71,14.82
摸底摸顶_10x_10%_2R_12H,10,0.1000,2.0,12.0,28,39.29,-4.89,6.48,0.71,10.90,-9.93,5,0,13,-4.54,6.48,10.14
摸底摸顶_20x_5%_2R_12H,20,0.0500,2.0,12.0,28,39.29,-4.89,6.48,0.71,10.90,-9.93,5,0,13,-4.54,6.48,10.14
摸底摸顶_10x_10%_1.5R_12H,10,0.1000,1.5,12.0,28,39.29,-5.48,6.76,0.67,10.29,-9.88,5,0,13,-3.68,6.76,12.54
摸底摸顶_20x_5%_1.5R_12H,20,0.0500,1.5,12.0,28,39.29,-5.48,6.76,0.67,10.29,-9.88,5,0,13,-3.68,6.76,12.54
摸底摸顶_20x_12%_3R_4H,20,0.1200,3.0,4.0,28,35.71,-4.08,9.24,0.85,22.25,-14.63,4,0,13,-4.08,8.71,14.82
摸底摸顶_30x_8%_3R_4H,30,0.0800,3.0,4.0,28,35.71,-4.08,9.24,0.85,22.25,-14.63,4,0,13,-4.08,8.71,14.82
摸底摸顶_10x_10%_3R_12H,10,0.1000,3.0,12.0,28,39.29,-5.76,6.41,0.66,9.99,-9.85,5,0,13,-3.96,6.41,11.61
摸底摸顶_20x_5%_3R_12H,20,0.0500,3.0,12.0,28,39.29,-5.76,6.41,0.66,9.99,-9.85,5,0,13,-3.96,6.41,11.61
摸底摸顶_15x_5%_1.2R_不限时,15,0.0500,1.2,,26,34.62,-6.32,6.32,0.61,11.04,-9.56,4,0,13,-4.10,5.95,11.72
摸底摸顶_10x_10%_1R_12H,10,0.1000,1.0,12.0,28,42.86,-6.37,6.37,0.60,7.92,-9.92,3,0,13,-3.77,5.81,8.21
摸底摸顶_20x_5%_1R_12H,20,0.0500,1.0,12.0,28,42.86,-6.37,6.37,0.60,7.92,-9.92,3,0,13,-3.77,5.81,8.21
摸底摸顶_10x_25%_2R_4H,10,0.2500,2.0,4.0,28,35.71,-3.98,9.61,0.85,23.45,-15.24,4,0,13,-4.25,9.05,15.42
摸底摸顶_10x_12%_1R_8H,10,0.1200,1.0,8.0,28,53.57,-6.34,6.34,0.65,7.89,-13.98,3,0,13,-3.82,6.25,8.28
摸底摸顶_15x_8%_1R_8H,15,0.0800,1.0,8.0,28,53.57,-6.34,6.34,0.65,7.89,-13.98,3,0,13,-3.82,6.25,8.28
摸底摸顶_10x_8%_0.8R_12H,10,0.0800,0.8,12.0,28,42.86,-6.46,6.46,0.49,5.18,-7.92,3,0,13,-3.56,4.86,5.45
摸底摸顶_10x_20%_1.2R_4H,10,0.2000,1.2,4.0,28,35.71,-6.09,7.73,0.72,15.68,-12.10,4,0,13,-3.82,7.30,11.32
摸底摸顶_20x_10%_1.2R_4H,20,0.1000,1.2,4.0,28,35.71,-6.09,7.73,0.72,15.68,-12.10,4,0,13,-3.82,7.30,11.32
趋势突破_10x_12%_3R_不限时,10,0.1200,3.0,,26,30.77,12.16,18.91,1.18,100.74,-38.02,4,0,13,2.55,32.93,132.97
摸底摸顶_20x_12%_1.5R_4H,20,0.1200,1.5,4.0,28,35.71,-4.92,8.80,0.81,21.35,-14.60,4,0,13,-4.17,8.71,14.59
摸底摸顶_30x_8%_1.5R_4H,30,0.0800,1.5,4.0,28,35.71,-4.92,8.80,0.81,21.35,-14.60,4,0,13,-4.17,8.71,14.59
摸底摸顶_15x_12%_1R_4H,15,0.1200,1.0,4.0,28,35.71,-6.64,7.32,0.66,12.91,-10.86,4,0,13,-3.64,6.59,9.68
摸底摸顶_10x_12%_1.5R_8H,10,0.1200,1.5,8.0,28,50.00,-5.26,7.39,0.73,10.04,-13.80,4,0,13,-3.72,7.39,12.12
摸底摸顶_15x_8%_1.5R_8H,15,0.0800,1.5,8.0,28,50.00,-5.26,7.39,0.73,10.04,-13.80,4,0,13,-3.72,7.39,12.12
摸底摸顶_10x_12%_1.2R_12H,10,0.1200,1.2,12.0,28,42.86,-6.59,6.66,0.65,10.39,-11.92,3,0,13,-3.72,6.66,11.54
摸底摸顶_15x_8%_1.2R_12H,15,0.0800,1.2,12.0,28,42.86,-6.59,6.66,0.65,10.39,-11.92,3,0,13,-3.72,6.66,11.54
摸底摸顶_10x_25%_3R_4H,10,0.2500,3.0,4.0,28,35.71,-4.27,9.61,0.84,23.13,-15.22,4,0,13,-4.25,9.05,15.42
趋势突破_10x_8%_2.5R_不限时,10,0.0800,2.5,,36,30.56,2.52,20.11,1.04,63.50,-26.93,6,0,14,-0.84,20.11,75.47
趋势突破_15x_5%_1R_4H,15,0.0500,1.0,4.0,95,41.05,-1.21,8.02,0.96,7.44,-5.40,10,0,32,-5.94,8.02,7.77
摸底摸顶_10x_15%_0.8R_4H,10,0.1500,0.8,4.0,28,35.71,-7.09,7.49,0.56,9.16,-9.03,4,0,13,-3.21,5.51,7.64
摸底摸顶_15x_10%_0.8R_4H,15,0.1000,0.8,4.0,28,35.71,-7.09,7.49,0.56,9.16,-9.03,4,0,13,-3.21,5.51,7.64
摸底摸顶_30x_5%_0.8R_4H,30,0.0500,0.8,4.0,28,35.71,-7.09,7.49,0.56,9.16,-9.03,4,0,13,-3.21,5.51,7.64
摸底摸顶_10x_12%_3R_8H,10,0.1200,3.0,8.0,28,46.43,-6.53,6.97,0.66,9.91,-12.94,4,0,13,-3.59,6.97,12.29
摸底摸顶_15x_8%_3R_8H,15,0.0800,3.0,8.0,28,46.43,-6.53,6.97,0.66,9.91,-12.94,4,0,13,-3.59,6.97,12.29
摸底摸顶_10x_8%_1.2R_不限时,10,0.0800,1.2,,26,34.62,-6.74,6.74,0.61,11.74,-10.18,4,0,13,-4.37,6.34,12.49
摸底摸顶_10x_25%_1.5R_4H,10,0.2500,1.5,4.0,28,35.71,-5.15,9.16,0.81,22.19,-15.19,4,0,13,-4.34,9.05,15.18
摸底摸顶_15x_5%_1.5R_不限时,15,0.0500,1.5,,26,26.92,-7.38,7.38,0.59,14.96,-9.39,6,0,13,-4.09,6.41,17.72
摸底摸顶_10x_15%_2.5R_8H,10,0.1500,2.5,8.0,28,50.00,-4.11,8.65,0.83,14.48,-17.41,4,0,13,-4.58,8.65,15.17
摸底摸顶_15x_10%_2.5R_8H,15,0.1000,2.5,8.0,28,50.00,-4.11,8.65,0.83,14.48,-17.41,4,0,13,-4.58,8.65,15.17
摸底摸顶_30x_5%_2.5R_8H,30,0.0500,2.5,8.0,28,50.00,-4.11,8.65,0.83,14.48,-17.41,4,0,13,-4.58,8.65,15.17
摸底摸顶_15x_5%_1.2R_24H,15,0.0500,1.2,24.0,27,37.04,-5.29,6.90,0.64,9.58,-8.75,8,0,13,-5.08,6.90,9.67
摸底摸顶_15x_10%_1.2R_8H,15,0.1000,1.2,8.0,28,53.57,-6.72,7.43,0.70,10.67,-17.48,3,0,13,-3.79,7.43,12.11
摸底摸顶_30x_5%_1.2R_8H,30,0.0500,1.2,8.0,28,53.57,-6.72,7.43,0.70,10.67,-17.48,3,0,13,-3.79,7.43,12.11
摸底摸顶_10x_15%_1.2R_8H,10,0.1500,1.2,8.0,28,53.57,-6.72,7.43,0.70,10.67,-17.48,3,0,13,-3.79,7.43,12.11
摸底摸顶_10x_10%_0.8R_8H,10,0.1000,0.8,8.0,28,53.57,-6.97,6.97,0.54,5.41,-11.60,3,0,13,-3.86,5.47,5.73
摸底摸顶_20x_5%_0.8R_8H,20,0.0500,0.8,8.0,28,53.57,-6.97,6.97,0.54,5.41,-11.60,3,0,13,-3.86,5.47,5.73
趋势突破_10x_5%_1.2R_不限时,10,0.0500,1.2,,59,44.07,-5.28,11.52,0.90,18.11,-15.87,3,0,19,-0.89,11.52,24.69
趋势突破_10x_8%_1R_4H,10,0.0800,1.0,4.0,95,41.05,-1.32,8.54,0.96,7.94,-5.77,10,0,32,-6.33,8.54,8.29
摸底摸顶_20x_8%_0.8R_4H,20,0.0800,0.8,4.0,28,35.71,-7.56,7.98,0.56,9.74,-9.61,4,0,13,-3.43,5.87,8.14
摸底摸顶_10x_5%_2.5R_不限时,10,0.0500,2.5,,26,19.23,-8.02,8.13,0.43,12.26,-6.74,8,0,13,-4.18,4.29,15.79
摸底摸顶_10x_20%_1R_4H,10,0.2000,1.0,4.0,28,35.71,-7.38,8.13,0.66,14.25,-12.02,4,0,13,-4.05,7.30,10.74
摸底摸顶_20x_10%_1R_4H,20,0.1000,1.0,4.0,28,35.71,-7.38,8.13,0.66,14.25,-12.02,4,0,13,-4.05,7.30,10.74
摸底摸顶_10x_8%_1.5R_不限时,10,0.0800,1.5,,26,26.92,-7.86,7.86,0.59,15.91,-10.00,6,0,13,-4.37,6.83,18.89
摸底摸顶_15x_15%_1.2R_4H,15,0.1500,1.2,4.0,28,35.71,-6.88,8.67,0.72,17.51,-13.55,4,0,13,-4.30,8.18,12.71
摸底摸顶_15x_20%_2.5R_4H,15,0.2000,2.5,4.0,28,35.71,-3.73,11.46,0.89,29.17,-18.28,4,0,13,-5.11,10.79,18.41
摸底摸顶_20x_15%_2.5R_4H,20,0.1500,2.5,4.0,28,35.71,-3.73,11.46,0.89,29.17,-18.28,4,0,13,-5.11,10.79,18.41
摸底摸顶_30x_10%_2.5R_4H,30,0.1000,2.5,4.0,28,35.71,-3.73,11.46,0.89,29.17,-18.28,4,0,13,-5.11,10.79,18.41
摸底摸顶_20x_8%_2.5R_8H,20,0.0800,2.5,8.0,28,50.00,-4.41,9.21,0.83,15.41,-18.56,4,0,13,-4.89,9.21,16.16
摸底摸顶_10x_12%_2.5R_12H,10,0.1200,2.5,12.0,28,39.29,-6.14,7.65,0.69,12.69,-11.83,5,0,13,-5.10,7.65,13.01
摸底摸顶_15x_8%_2.5R_12H,15,0.0800,2.5,12.0,28,39.29,-6.14,7.65,0.69,12.69,-11.83,5,0,13,-5.10,7.65,13.01
摸底摸顶_10x_15%_2R_8H,10,0.1500,2.0,8.0,28,50.00,-4.81,8.76,0.80,13.95,-17.38,4,0,13,-5.01,8.76,14.29
摸底摸顶_15x_10%_2R_8H,15,0.1000,2.0,8.0,28,50.00,-4.81,8.76,0.80,13.95,-17.38,4,0,13,-5.01,8.76,14.29
摸底摸顶_30x_5%_2R_8H,30,0.0500,2.0,8.0,28,50.00,-4.81,8.76,0.80,13.95,-17.38,4,0,13,-5.01,8.76,14.29
趋势回踩_15x_5%_2.5R_24H,15,0.0500,2.5,24.0,135,40.74,-3.33,14.87,0.96,15.54,-11.10,10,0,50,0.69,12.71,16.32
摸底摸顶_15x_5%_1R_不限时,15,0.0500,1.0,,27,37.04,-7.02,7.02,0.57,9.21,-9.55,4,0,13,-4.90,6.41,9.60
摸底摸顶_10x_8%_1.2R_24H,10,0.0800,1.2,24.0,27,37.04,-5.64,7.35,0.64,10.20,-9.32,8,0,13,-5.41,7.35,10.30
摸底摸顶_10x_12%_2R_12H,10,0.1200,2.0,12.0,28,39.29,-5.89,7.73,0.71,13.02,-11.89,5,0,13,-5.44,7.73,12.13
摸底摸顶_15x_8%_2R_12H,15,0.0800,2.0,12.0,28,39.29,-5.89,7.73,0.71,13.02,-11.89,5,0,13,-5.44,7.73,12.13
摸底摸顶_20x_8%_1.2R_8H,20,0.0800,1.2,8.0,28,53.57,-7.18,7.91,0.70,11.34,-18.61,3,0,13,-4.05,7.91,12.90
摸底摸顶_10x_12%_1.5R_12H,10,0.1200,1.5,12.0,28,39.29,-6.59,8.07,0.67,12.28,-11.82,5,0,13,-4.43,8.07,15.03
摸底摸顶_15x_8%_1.5R_12H,15,0.0800,1.5,12.0,28,39.29,-6.59,8.07,0.67,12.28,-11.82,5,0,13,-4.43,8.07,15.03
摸底摸顶_15x_8%_3R_12H,15,0.0800,3.0,12.0,28,39.29,-6.91,7.65,0.65,11.91,-11.77,5,0,13,-4.75,7.65,13.88
摸底摸顶_10x_12%_3R_12H,10,0.1200,3.0,12.0,28,39.29,-6.91,7.65,0.65,11.91,-11.77,5,0,13,-4.75,7.65,13.88
摸底摸顶_15x_5%_2R_24H,15,0.0500,2.0,24.0,27,29.63,-6.18,7.57,0.63,12.93,-8.70,10,0,13,-5.72,7.57,13.99
摸底摸顶_10x_12%_1R_12H,10,0.1200,1.0,12.0,28,42.86,-7.64,7.64,0.60,9.43,-11.85,3,0,13,-4.52,6.94,9.83
摸底摸顶_15x_8%_1R_12H,15,0.0800,1.0,12.0,28,42.86,-7.64,7.64,0.60,9.43,-11.85,3,0,13,-4.52,6.94,9.83
摸底摸顶_15x_5%_1R_24H,15,0.0500,1.0,24.0,27,37.04,-6.46,7.08,0.56,8.32,-8.69,8,0,13,-5.57,7.08,7.91
趋势突破_15x_5%_0.8R_4H,15,0.0500,0.8,4.0,99,39.39,-5.02,8.02,0.85,7.05,-5.42,10,0,32,-5.94,8.02,7.77
摸底摸顶_20x_12%_1.2R_4H,20,0.1200,1.2,4.0,28,35.71,-7.36,9.23,0.72,18.60,-14.42,4,0,13,-4.58,8.71,13.54
摸底摸顶_30x_8%_1.2R_4H,30,0.0800,1.2,4.0,28,35.71,-7.36,9.23,0.72,18.60,-14.42,4,0,13,-4.58,8.71,13.54
摸底摸顶_15x_20%_2R_4H,15,0.2000,2.0,4.0,28,35.71,-4.93,11.46,0.85,27.81,-18.19,4,0,13,-5.11,10.79,18.41
摸底摸顶_20x_15%_2R_4H,20,0.1500,2.0,4.0,28,35.71,-4.93,11.46,0.85,27.81,-18.19,4,0,13,-5.11,10.79,18.41
摸底摸顶_30x_10%_2R_4H,30,0.1000,2.0,4.0,28,35.71,-4.93,11.46,0.85,27.81,-18.19,4,0,13,-5.11,10.79,18.41
摸底摸顶_15x_5%_2.5R_24H,15,0.0500,2.5,24.0,27,29.63,-6.89,7.53,0.58,11.90,-8.63,10,0,13,-5.51,7.53,15.08
摸底摸顶_10x_8%_1R_不限时,10,0.0800,1.0,,27,37.04,-7.48,7.48,0.57,9.80,-10.16,4,0,13,-5.22,6.83,10.24
摸底摸顶_20x_8%_2R_8H,20,0.0800,2.0,8.0,28,50.00,-5.16,9.32,0.80,14.85,-18.53,4,0,13,-5.35,9.32,15.23
趋势突破_10x_5%_1.2R_12H,10,0.0500,1.2,12.0,83,38.55,-8.28,9.57,0.72,6.60,-5.76,8,0,27,-2.57,7.47,6.95
摸底摸顶_15x_12%_0.8R_4H,15,0.1200,0.8,4.0,28,35.71,-8.49,8.96,0.56,10.87,-10.76,4,0,13,-3.86,6.59,9.15
趋势回踩_10x_8%_2.5R_24H,10,0.0800,2.5,24.0,135,40.74,-3.67,15.83,0.96,16.52,-11.82,10,0,50,0.68,13.51,17.43
摸底摸顶_15x_20%_3R_4H,15,0.2000,3.0,4.0,28,35.71,-5.28,11.46,0.84,27.42,-18.16,4,0,13,-5.11,10.79,18.41
摸底摸顶_20x_15%_3R_4H,20,0.1500,3.0,4.0,28,35.71,-5.28,11.46,0.84,27.42,-18.16,4,0,13,-5.11,10.79,18.41
摸底摸顶_30x_10%_3R_4H,30,0.1000,3.0,4.0,28,35.71,-5.28,11.46,0.84,27.42,-18.16,4,0,13,-5.11,10.79,18.41
趋势突破_15x_5%_1.5R_4H,15,0.0500,1.5,4.0,92,40.22,-4.87,8.51,0.83,6.65,-5.36,10,0,32,-5.94,8.02,7.77
趋势回踩_10x_5%_1.5R_24H,10,0.0500,1.5,24.0,135,41.48,-9.54,11.95,0.83,8.37,-7.14,10,0,50,-0.02,8.62,9.95
趋势回踩_15x_5%_2R_24H,15,0.0500,2.0,24.0,135,40.74,-6.70,14.54,0.92,14.53,-10.83,10,0,50,1.43,12.71,16.84
摸底摸顶_10x_10%_0.8R_12H,10,0.1000,0.8,12.0,28,42.86,-8.04,8.04,0.49,6.42,-9.84,3,0,13,-4.44,6.05,6.79
摸底摸顶_20x_5%_0.8R_12H,20,0.0500,0.8,12.0,28,42.86,-8.04,8.04,0.49,6.42,-9.84,3,0,13,-4.44,6.05,6.79
摸底摸顶_15x_5%_1.5R_24H,15,0.0500,1.5,24.0,27,29.63,-6.98,7.79,0.58,11.83,-8.65,10,0,13,-5.50,7.79,15.26
趋势突破_15x_5%_1.2R_4H,15,0.0500,1.2,4.0,93,39.78,-5.27,8.51,0.82,6.57,-5.28,10,0,32,-5.94,8.02,7.77
摸底摸顶_10x_15%_1R_8H,10,0.1500,1.0,8.0,28,53.57,-7.93,7.93,0.65,9.76,-17.36,3,0,13,-4.78,7.78,10.32
摸底摸顶_15x_10%_1R_8H,15,0.1000,1.0,8.0,28,53.57,-7.93,7.93,0.65,9.76,-17.36,3,0,13,-4.78,7.78,10.32
摸底摸顶_30x_5%_1R_8H,30,0.0500,1.0,8.0,28,53.57,-7.93,7.93,0.65,9.76,-17.36,3,0,13,-4.78,7.78,10.32
摸底摸顶_10x_8%_2R_24H,10,0.0800,2.0,24.0,27,29.63,-6.59,8.06,0.63,13.78,-9.27,10,0,13,-6.09,8.06,14.90
摸底摸顶_10x_25%_1.2R_4H,10,0.2500,1.2,4.0,28,35.71,-7.67,9.60,0.72,19.32,-14.99,4,0,13,-4.78,9.05,14.10
摸底摸顶_10x_15%_1.2R_12H,10,0.1500,1.2,12.0,28,42.86,-8.25,8.27,0.65,12.85,-14.80,3,0,13,-4.67,8.27,14.39
摸底摸顶_15x_10%_1.2R_12H,15,0.1000,1.2,12.0,28,42.86,-8.25,8.27,0.65,12.85,-14.80,3,0,13,-4.67,8.27,14.39
摸底摸顶_30x_5%_1.2R_12H,30,0.0500,1.2,12.0,28,42.86,-8.25,8.27,0.65,12.85,-14.80,3,0,13,-4.67,8.27,14.39
摸底摸顶_15x_15%_1R_4H,15,0.1500,1.0,4.0,28,35.71,-8.31,9.14,0.66,15.90,-13.45,4,0,13,-4.56,8.18,12.06
摸底摸顶_10x_15%_1.5R_8H,10,0.1500,1.5,8.0,28,50.00,-6.62,9.17,0.72,12.45,-17.18,4,0,13,-4.68,9.17,15.13
摸底摸顶_15x_10%_1.5R_8H,15,0.1000,1.5,8.0,28,50.00,-6.62,9.17,0.72,12.45,-17.18,4,0,13,-4.68,9.17,15.13
摸底摸顶_30x_5%_1.5R_8H,30,0.0500,1.5,8.0,28,50.00,-6.62,9.17,0.72,12.45,-17.18,4,0,13,-4.68,9.17,15.13
摸底摸顶_15x_20%_1.5R_4H,15,0.2000,1.5,4.0,28,35.71,-6.31,10.93,0.81,26.30,-18.11,4,0,13,-5.23,10.79,18.13
摸底摸顶_20x_15%_1.5R_4H,20,0.1500,1.5,4.0,28,35.71,-6.31,10.93,0.81,26.30,-18.11,4,0,13,-5.23,10.79,18.13
摸底摸顶_30x_10%_1.5R_4H,30,0.1000,1.5,4.0,28,35.71,-6.31,10.93,0.81,26.30,-18.11,4,0,13,-5.23,10.79,18.13
摸底摸顶_10x_8%_1R_24H,10,0.0800,1.0,24.0,27,37.04,-6.88,7.54,0.56,8.85,-9.26,8,0,13,-5.94,7.54,8.43
摸底摸顶_15x_12%_2.5R_8H,15,0.1200,2.5,8.0,28,50.00,-5.03,10.31,0.83,17.27,-20.86,4,0,13,-5.52,10.31,18.14
趋势突破_15x_5%_2R_4H,15,0.0500,2.0,4.0,91,39.56,-5.88,8.51,0.80,6.48,-5.31,10,0,32,-5.94,8.02,7.77
趋势突破_15x_5%_2.5R_4H,15,0.0500,2.5,4.0,91,39.56,-5.88,8.51,0.80,6.48,-5.31,10,0,32,-5.94,8.02,7.77
趋势突破_15x_5%_3R_4H,15,0.0500,3.0,4.0,91,39.56,-5.88,8.51,0.80,6.48,-5.31,10,0,32,-5.94,8.02,7.77
摸底摸顶_15x_10%_3R_8H,15,0.1000,3.0,8.0,28,46.43,-8.18,8.65,0.66,12.26,-16.07,4,0,13,-4.51,8.65,15.31
摸底摸顶_30x_5%_3R_8H,30,0.0500,3.0,8.0,28,46.43,-8.18,8.65,0.66,12.26,-16.07,4,0,13,-4.51,8.65,15.31
摸底摸顶_10x_15%_3R_8H,10,0.1500,3.0,8.0,28,46.43,-8.18,8.65,0.66,12.26,-16.07,4,0,13,-4.51,8.65,15.31
摸底摸顶_10x_12%_0.8R_8H,10,0.1200,0.8,8.0,28,53.57,-8.33,8.33,0.54,6.43,-13.83,3,0,13,-4.62,6.54,6.86
摸底摸顶_15x_8%_0.8R_8H,15,0.0800,0.8,8.0,28,53.57,-8.33,8.33,0.54,6.43,-13.83,3,0,13,-4.62,6.54,6.86
趋势突破_10x_8%_0.8R_4H,10,0.0800,0.8,4.0,99,39.39,-5.37,8.54,0.85,7.52,-5.78,10,0,32,-6.33,8.54,8.29
摸底摸顶_10x_8%_2.5R_24H,10,0.0800,2.5,24.0,27,29.63,-7.34,8.01,0.58,12.66,-9.20,10,0,13,-5.87,8.01,16.06
摸底摸顶_15x_12%_1.2R_8H,15,0.1200,1.2,8.0,28,53.57,-8.10,8.87,0.70,12.68,-20.86,3,0,13,-4.58,8.87,14.49
摸底摸顶_10x_10%_1.2R_不限时,10,0.1000,1.2,,26,34.62,-8.41,8.41,0.61,14.53,-12.64,4,0,13,-5.47,7.88,15.56
摸底摸顶_20x_5%_1.2R_不限时,20,0.0500,1.2,,26,34.62,-8.41,8.41,0.61,14.53,-12.64,4,0,13,-5.47,7.88,15.56
摸底摸顶_15x_5%_0.8R_不限时,15,0.0500,0.8,,27,40.74,-7.63,7.63,0.50,7.06,-9.62,4,0,13,-5.69,6.88,7.50
摸底摸顶_15x_5%_3R_不限时,15,0.0500,3.0,,26,19.23,-10.09,10.45,0.52,21.71,-9.97,8,0,13,-5.32,5.71,28.13
趋势突破_10x_8%_1.5R_4H,10,0.0800,1.5,4.0,92,40.22,-5.21,9.07,0.83,7.10,-5.72,10,0,32,-6.33,8.54,8.29
趋势突破_10x_5%_2.5R_24H,10,0.0500,2.5,24.0,66,45.45,-8.25,10.78,0.76,8.53,-9.40,7,0,23,-1.45,10.78,14.04
摸底摸顶_10x_8%_1.5R_24H,10,0.0800,1.5,24.0,27,29.63,-7.44,8.29,0.58,12.59,-9.22,10,0,13,-5.86,8.29,16.27
摸底摸顶_15x_5%_3R_24H,15,0.0500,3.0,24.0,27,25.93,-8.15,8.53,0.50,11.63,-8.15,10,0,13,-5.29,7.53,16.17
趋势突破_10x_5%_1.5R_12H,10,0.0500,1.5,12.0,78,41.03,-8.84,10.20,0.68,5.76,-5.93,8,0,26,-3.11,7.47,6.22
趋势回踩_10x_8%_2R_24H,10,0.0800,2.0,24.0,135,40.74,-7.25,15.45,0.92,15.43,-11.52,10,0,50,1.47,13.51,18.00
趋势突破_10x_5%_2R_12H,10,0.0500,2.0,12.0,77,40.26,-9.01,10.25,0.67,5.87,-5.92,8,0,26,-3.11,7.47,6.22
摸底摸顶_20x_8%_1R_8H,20,0.0800,1.0,8.0,28,53.57,-8.46,8.46,0.65,10.37,-18.48,3,0,13,-5.11,8.28,10.99
趋势突破_10x_8%_1.2R_4H,10,0.0800,1.2,4.0,93,39.78,-5.63,9.07,0.82,7.00,-5.63,10,0,32,-6.33,8.54,8.29
摸底摸顶_20x_8%_1.2R_12H,20,0.0800,1.2,12.0,28,42.86,-8.81,8.81,0.65,13.66,-15.75,3,0,13,-4.99,8.81,15.33
摸底摸顶_20x_12%_1R_4H,20,0.1200,1.0,4.0,28,35.71,-8.87,9.75,0.66,16.88,-14.31,4,0,13,-4.86,8.71,12.85
摸底摸顶_30x_8%_1R_4H,30,0.0800,1.0,4.0,28,35.71,-8.87,9.75,0.66,16.88,-14.31,4,0,13,-4.86,8.71,12.85
摸底摸顶_20x_8%_1.5R_8H,20,0.0800,1.5,8.0,28,50.00,-7.08,9.76,0.72,13.25,-18.30,4,0,13,-5.00,9.76,16.13
摸底摸顶_10x_20%_0.8R_4H,10,0.2000,0.8,4.0,28,35.71,-9.42,9.93,0.56,11.99,-11.90,4,0,13,-4.28,7.30,10.15
摸底摸顶_20x_10%_0.8R_4H,20,0.1000,0.8,4.0,28,35.71,-9.42,9.93,0.56,11.99,-11.90,4,0,13,-4.28,7.30,10.15
趋势突破_10x_5%_2.5R_12H,10,0.0500,2.5,12.0,77,40.26,-9.24,10.48,0.66,5.78,-5.90,8,0,26,-3.11,7.47,6.22
趋势突破_10x_5%_3R_12H,10,0.0500,3.0,12.0,77,40.26,-9.24,10.48,0.66,5.78,-5.90,8,0,26,-3.11,7.47,6.22
摸底摸顶_15x_5%_2R_不限时,15,0.0500,2.0,,26,23.08,-8.60,8.60,0.56,18.17,-9.75,6,0,13,-7.16,7.16,18.43
