ts,open,high,low,close,volume
1746792000000,102962.7,103791.1,102400.1,102904.0,1560.27024823
1746806400000,102904.7,103373.0,102300.0,103199.9,966.06139091
1746820800000,103195.9,103418.0,102738.7,102986.0,371.85979956
1746835200000,102986.1,103272.9,102824.2,103222.0,400.01950028
1746849600000,103222.1,104122.0,103035.2,103777.9,987.97912882
1746864000000,103778.0,104091.1,103368.0,103432.2,779.88653174
1746878400000,103432.3,103830.0,103100.6,103143.3,561.00467928
1746892800000,103143.3,103631.1,103010.0,103195.5,971.33363863
1746907200000,103195.5,104999.0,103064.9,104820.0,996.07452629
1746921600000,104819.9,104968.1,103422.3,104000.0,1100.19260002
1746936000000,104000.1,104400.0,103333.3,103380.7,690.06574222
1746950400000,103380.0,104785.7,103370.1,104656.0,779.48715679
1746964800000,104656.1,104900.0,103783.1,104134.6,1839.35406443
1746979200000,104134.7,104833.2,103750.1,104416.0,530.28124164
1746993600000,104416.1,104590.0,103571.4,104126.0,737.22705005
1747008000000,104126.9,105150.0,103714.0,104099.9,1088.51883334
1747022400000,104100.0,105850.0,103750.0,104481.1,2361.13746924
1747036800000,104481.1,104736.5,103626.2,103767.8,1118.66923661
1747051200000,103767.8,104651.8,102391.0,102520.1,2794.42640619
1747065600000,102520.1,103082.1,100733.0,101859.5,1720.97855477
1747080000000,101858.0,103136.9,101775.7,102790.0,478.97538391
1747094400000,102790.1,102790.1,101418.1,101713.5,1171.68153752
1747108800000,101713.4,102950.0,101613.4,102670.0,1093.12295818
1747123200000,102669.9,103834.1,102540.1,103724.9,1046.79605774
1747137600000,103729.8,103987.9,102804.1,103685.6,2029.33153151
1747152000000,103685.5,104986.0,103534.9,104788.7,1578.38934427
1747166400000,104788.7,104934.1,103875.6,104127.7,561.8489155
1747180800000,104122.3,104129.4,103454.0,103593.2,701.1795002
1747195200000,103593.2,103995.9,103388.0,103713.9,1012.39653185
1747209600000,103711.9,104155.9,102856.9,103956.0,1343.11587291
1747224000000,103955.9,104357.6,102851.0,103518.0,1277.11611822
1747238400000,103518.1,103724.1,102608.3,103329.6,716.60055155
1747252800000,103330.0,103671.6,103296.8,103500.0,303.28612738
1747267200000,103500.1,103867.9,102710.0,102742.0,710.59822522
1747281600000,102742.1,102970.0,101721.4,101788.0,1333.53329865
1747296000000,101788.0,102443.9,101505.2,102375.9,984.38388743
1747310400000,102375.9,103288.0,101355.2,103254.9,2034.86531181
1747324800000,103254.1,104195.7,102555.1,103161.5,1437.83413167
1747339200000,103160.0,103985.0,102710.6,103766.7,815.30601439
1747353600000,103766.5,104464.0,103467.1,104023.3,903.08130973
1747368000000,104025.4,104200.0,103694.0,103705.0,835.78493751
1747382400000,103705.1,103914.0,103100.0,103672.0,656.12425375
1747396800000,103672.0,104285.7,103339.3,104187.9,1079.13258242
1747411200000,104188.0,104555.0,103585.6,104023.3,910.33282732
1747425600000,104025.5,104036.0,103391.6,103461.2,560.42710226
1747440000000,103461.2,103579.8,102600.0,103505.5,862.13920481
1747454400000,103506.5,103729.1,103286.0,103450.0,697.27505937
1747468800000,103449.9,103571.3,102750.1,102998.0,837.48484665
1747483200000,102998.0,103187.9,102613.9,102950.0,817.09549718
1747497600000,102950.1,103372.5,102763.0,103153.0,454.84163019
1747512000000,103153.0,103480.0,102901.0,103133.6,250.72002901
1747526400000,103133.7,103419.4,103100.1,103282.6,192.8893205
1747540800000,103282.6,103976.3,103279.6,103927.9,864.716899
1747555200000,103928.0,104087.9,103785.2,103802.2,537.6164333
1747569600000,103803.9,105666.6,103698.6,105515.9,1676.8069228
1747584000000,105515.9,106000.0,103858.6,103882.9,1708.11770204
1747598400000,103882.4,106669.0,103270.7,106468.7,1902.84549303
1747612800000,106468.9,107140.1,103546.2,103609.4,2058.11431756
1747627200000,103610.0,103772.0,102080.4,103222.1,2992.366943
1747641600000,103222.0,103445.1,102780.0,102960.5,780.12928434
1747656000000,102960.5,104969.7,102155.7,104796.0,2009.01847102
1747670400000,104796.0,105583.3,104498.3,105518.1,1448.20133438
1747684800000,105513.7,105838.2,105024.7,105568.1,650.53303666
1747699200000,105568.1,106867.0,105529.7,105755.7,1463.54605318
1747713600000,105755.7,106400.0,104920.0,105018.3,1059.61746769
1747728000000,105014.8,105434.9,104848.0,105206.0,1371.12705836
1747742400000,105206.1,105401.7,104180.0,105340.4,1307.5487181
1747756800000,105341.4,107254.2,105089.6,107017.9,1532.87744032
1747771200000,107018.0,107308.7,105939.9,106846.1,1173.70266891
1747785600000,106846.0,107210.0,106183.0,106838.0,971.51774188
1747800000000,106839.0,107997.3,106444.1,106509.9,1926.87082539
1747814400000,106506.1,106796.0,106086.1,106528.5,802.34609979
1747828800000,106528.1,109458.0,106319.7,108972.0,2735.21989361
1747843200000,108973.9,109860.0,106115.5,108618.1,4412.40613593
1747857600000,108612.8,110804.2,107719.3,109642.8,2235.24396356
1747872000000,109646.0,111880.0,109179.5,111773.9,2891.93400243
1747886400000,111774.0,111791.5,110457.3,111038.3,2251.67904531
1747900800000,111038.4,111333.0,110262.1,110983.7,1033.29499695
1747915200000,110982.1,111616.0,110550.0,111317.8,1576.95775277
1747929600000,111318.0,111963.0,110916.4,111200.0,1626.95407894
1747944000000,111203.5,111728.0,110756.0,111701.9,479.40188953
1747958400000,111702.0,111800.0,111016.0,111111.0,757.55405612
1747972800000,111111.1,111191.4,110406.1,110721.9,1277.9841512
1747987200000,110722.0,111378.0,108856.1,109085.3,1450.33580739
1748001600000,109083.7,109999.9,107313.9,108940.6,3365.27716534
1748016000000,108942.4,109812.2,108004.9,108714.5,2307.34852553
1748030400000,108714.5,108730.1,106800.0,107324.0,1173.2036892
1748044800000,107324.1,108371.9,106880.0,108370.0,621.50415405
1748059200000,108370.0,108581.8,107567.7,107600.8,1086.54334731
1748073600000,107600.8,109488.6,107600.8,109196.0,879.30635175
1748088000000,109196.0,109279.9,108540.0,108939.3,726.3249004
1748102400000,108939.3,109221.9,108680.0,108944.4,836.60871648
1748116800000,108944.3,109120.5,107500.0,107767.2,900.6890302
1748131200000,107767.3,108258.0,107192.4,108091.3,864.704938
1748145600000,108091.3,108299.1,107440.1,107682.1,418.53587689
1748160000000,107682.0,107698.0,106703.2,107250.0,1224.47314117
1748174400000,107249.8,107743.8,106600.0,106973.3,898.52407517
1748188800000,106973.3,107937.3,106648.2,107709.4,350.10976318
1748203200000,107709.3,109315.3,107172.5,109004.9,985.92710566
1748217600000,109004.9,109850.0,108666.7,109621.9,936.02391967
1748232000000,109621.9,110214.8,109360.3,110089.0,922.01154662
1748246400000,110089.1,110179.9,109556.1,109783.9,479.22590811
1748260800000,109784.0,110411.2,109471.7,110004.9,982.83370016
1748275200000,110007.1,110450.0,108851.1,109123.5,1616.02629167
1748289600000,109123.4,109890.0,108932.1,109437.9,389.2052744
1748304000000,109436.7,109677.9,107505.2,108886.4,1570.03966466
1748318400000,108886.5,109634.0,108536.9,109539.7,704.02441789
1748332800000,109540.0,109892.0,109420.8,109588.2,750.51398538
1748347200000,109588.3,110729.0,108621.2,110145.7,2537.50926573
1748361600000,110146.2,110512.0,109570.1,109885.1,1215.69342379
1748376000000,109885.1,109903.0,108600.0,108936.0,647.75165367
1748390400000,108936.0,109282.0,108400.0,108856.7,681.8198327
1748404800000,108856.8,109086.8,108629.6,108816.2,556.81824301
1748419200000,108816.2,109139.3,108250.0,108865.5,895.17337822
1748433600000,108865.5,109060.0,107036.0,107113.1,1878.66005136
1748448000000,107113.2,107846.1,106933.4,106934.7,1321.01851333
1748462400000,106934.1,108048.5,106800.0,107783.9,673.5956862
1748476800000,107783.9,108485.1,107412.6,108035.9,1010.46314579
1748491200000,108036.0,108104.0,106930.8,107883.3,869.59034422
1748505600000,107883.4,108897.5,107683.0,108781.2,1474.55171281
1748520000000,108781.2,108800.0,106455.0,107034.0,5023.18250237
1748534400000,107034.0,107180.0,105632.1,105723.5,2823.7540279
1748548800000,105723.5,106479.2,105311.8,105586.1,756.91996381
1748563200000,105586.1,106228.5,104600.0,106026.2,1301.12928344
1748577600000,106026.2,106322.9,104710.5,105031.5,1518.2536951
1748592000000,105031.6,105985.0,104595.4,105874.7,1074.19060174
1748606400000,105874.8,105996.8,105043.7,105538.8,1134.54543331
1748620800000,105538.8,105565.4,103700.1,104636.9,1685.5028177
1748635200000,104636.8,104894.2,103621.1,103999.9,820.14914504
1748649600000,104000.0,104299.9,103078.7,103675.4,962.32919295
1748664000000,103675.5,103921.2,103480.1,103761.3,442.40592446
1748678400000,103761.2,103822.2,103282.1,103504.7,390.76295317
1748692800000,103504.8,104850.5,103486.0,104554.2,855.05782557
1748707200000,104554.2,104795.3,104265.2,104705.3,280.72235493
1748721600000,104705.9,104907.5,104473.3,104596.8,336.872418
1748736000000,104596.8,104647.3,103926.4,104380.2,447.45096799
1748750400000,104380.3,104740.2,104189.7,104284.5,261.11033052
1748764800000,104284.6,104481.0,103738.3,104084.3,1321.62395296
1748779200000,104084.4,104808.0,103768.8,104711.9,372.99781822
1748793600000,104712.0,105299.9,104333.5,105125.8,678.47168935
1748808000000,105125.9,105874.2,104899.6,105641.5,483.0182326
1748822400000,105641.6,105740.4,104565.3,104837.9,447.45168684
1748836800000,104837.8,105452.9,104612.9,105396.8,543.69959625
1748851200000,105396.8,105945.0,103942.2,104054.6,921.46192521
1748865600000,104054.7,104699.9,103668.8,104434.0,1159.12039349
1748880000000,104434.9,104737.7,104031.2,104431.9,505.22144938
1748894400000,104432.0,105938.1,104432.0,105847.3,1015.28237368
1748908800000,105848.9,106526.3,105344.8,105490.9,803.89404074
1748923200000,105490.9,105522.5,105115.7,105184.6,541.67215545
1748937600000,105184.6,105365.0,104871.7,105291.3,380.17468812
1748952000000,105291.4,106804.0,105028.0,106630.2,1857.90536252
1748966400000,106630.2,106688.0,105587.6,106240.7,1140.48512988
1748980800000,106240.6,106260.0,105258.0,105386.7,602.33179755
1748995200000,105386.7,105844.9,105129.8,105524.1,497.61533208
1749009600000,105524.2,105622.7,105250.0,105309.5,499.05163101
1749024000000,105309.4,105988.0,105100.0,105103.9,552.60019122
