策略,杠杆,保证金比例,交易数,多单,空单,胜率,全年收益,最终权益,最大回撤,月内最大回撤,PF,平均单笔,平均盈利,平均亏损,最大单笔盈利,最大单笔亏损,最大连亏,强平,样本外交易,样本外收益,样本外回撤,样本外PF,平均持仓小时
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,124,61,63,38.71%,-25.07%,749.29,28.00%,11.31%,0.72,-2.02,13.44,-11.78,116.81,-37.10,16,0,41,-14.41%,27.35%,0.65,12.93
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_8x_10%_T2.4_3.0R_336H,8,0.10,47,22,25,25.53%,-25.81%,741.89,25.81%,9.94%,0.47,-5.49,19.40,-14.02,67.27,-42.22,15,0,18,-16.95%,22.48%,0.33,45.35
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_8x_20%_T3_3.0R_336H,8,0.20,43,20,23,39.53%,5.93%,1059.30,44.57%,23.07%,1.04,1.38,89.87,-56.48,393.54,-182.38,9,0,17,-17.68%,44.57%,0.74,78.54
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_8x_10%_T2.4_无固定止盈_336H,8,0.10,49,22,27,26.53%,-28.94%,710.63,28.94%,9.94%,0.42,-5.91,16.16,-13.88,63.94,-40.14,12,0,18,-16.32%,21.89%,0.34,44.73
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_15%_T2.4_无固定止盈_168H,5,0.15,60,28,32,31.67%,-22.42%,775.83,26.28%,8.57%,0.61,-3.74,18.78,-14.17,67.57,-40.93,14,0,23,-18.93%,24.01%,0.33,50.27
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_8x_20%_T2.4_无固定止盈_168H,8,0.20,44,19,25,36.36%,-13.29%,867.06,33.18%,12.92%,0.86,-3.02,49.98,-33.31,163.30,-90.09,11,0,16,-20.38%,30.27%,0.46,49.91
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,40,18,22,27.50%,-27.59%,724.13,29.07%,9.80%,0.53,-6.90,27.87,-20.08,97.43,-50.39,12,0,15,-16.23%,24.31%,0.44,43.55
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_20%_T2.4_无固定止盈_96H,10,0.20,45,19,26,40.00%,-16.87%,831.26,36.82%,12.06%,0.85,-3.75,52.09,-40.97,195.57,-111.40,5,0,16,-19.74%,32.98%,0.56,43.43
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_10x_15%_T2.4_3.0R_96H,10,0.15,42,18,24,30.95%,-34.18%,658.16,35.05%,11.68%,0.52,-8.14,28.01,-24.34,108.36,-57.40,5,0,15,-14.56%,25.59%,0.57,37.30
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_8x_10%_T2.4_3.0R_96H,8,0.10,148,72,76,39.19%,-28.05%,719.47,29.25%,13.34%,0.64,-1.90,8.44,-8.55,66.55,-23.72,12,0,54,-15.96%,26.02%,0.60,12.43
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_8x_10%_T2.4_3.0R_168H,8,0.10,148,72,76,39.19%,-28.05%,719.47,29.25%,13.34%,0.64,-1.90,8.44,-8.55,66.55,-23.72,12,0,54,-15.96%,26.02%,0.60,12.43
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_8x_10%_T2.4_3.0R_336H,8,0.10,148,72,76,39.19%,-28.05%,719.47,29.25%,13.34%,0.64,-1.90,8.44,-8.55,66.55,-23.72,12,0,54,-15.96%,26.02%,0.60,12.43
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_20%_T2.4_无固定止盈_96H,5,0.20,55,24,31,36.36%,-26.93%,730.75,31.18%,9.90%,0.61,-4.90,21.38,-19.91,89.96,-45.21,6,0,20,-19.07%,26.34%,0.44,40.46
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_10%_T2.4_无固定止盈_96H,10,0.10,55,24,31,36.36%,-26.93%,730.75,31.18%,9.90%,0.61,-4.90,21.38,-19.91,89.96,-45.21,6,0,20,-19.07%,26.34%,0.44,40.46
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T3_无固定止盈_168H,8,0.15,126,60,66,37.30%,-21.74%,782.56,28.50%,17.31%,0.80,-1.73,18.91,-14.00,148.59,-38.70,18,0,47,-14.70%,28.50%,0.74,18.73
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T3_无固定止盈_336H,8,0.15,126,60,66,37.30%,-21.74%,782.56,28.50%,17.31%,0.80,-1.73,18.91,-14.00,148.59,-38.70,18,0,47,-14.70%,28.50%,0.74,18.73
1H趋势回踩_EMA34_150_S1.6_8x_20%_T3_无固定止盈_96H,8,0.20,158,70,88,26.58%,-29.23%,707.75,40.42%,18.20%,0.81,-1.85,28.91,-12.99,134.09,-49.18,11,0,63,-12.01%,25.43%,0.83,17.68
1H趋势回踩_EMA34_150_S1.6_8x_20%_T3_无固定止盈_168H,8,0.20,158,70,88,26.58%,-29.23%,707.75,40.42%,18.20%,0.81,-1.85,28.91,-12.99,134.09,-49.18,11,0,63,-12.01%,25.43%,0.83,17.68
1H趋势回踩_EMA34_150_S1.6_8x_20%_T3_无固定止盈_336H,8,0.20,158,70,88,26.58%,-29.23%,707.75,40.42%,18.20%,0.81,-1.85,28.91,-12.99,134.09,-49.18,11,0,63,-12.01%,25.43%,0.83,17.68
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_15%_T2.4_无固定止盈_168H,5,0.15,53,24,29,30.19%,-22.48%,775.19,26.63%,7.49%,0.59,-4.24,20.48,-14.93,67.03,-35.40,15,0,20,-18.34%,23.46%,0.30,45.37
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_15%_T2.4_无固定止盈_336H,10,0.15,44,19,25,34.09%,-17.79%,822.07,31.37%,12.15%,0.79,-4.04,43.88,-28.83,143.04,-78.10,11,0,16,-19.15%,28.65%,0.46,51.28
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_10%_T2.4_无固定止盈_96H,8,0.10,120,59,61,36.67%,-26.72%,732.83,27.74%,8.24%,0.58,-2.23,8.51,-8.45,76.27,-23.89,16,0,41,-15.48%,24.01%,0.53,13.15
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_10%_T2.4_无固定止盈_168H,8,0.10,120,59,61,36.67%,-26.72%,732.83,27.74%,8.24%,0.58,-2.23,8.51,-8.45,76.27,-23.89,16,0,41,-15.48%,24.01%,0.53,13.15
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_10%_T2.4_无固定止盈_336H,8,0.10,120,59,61,36.67%,-26.72%,732.83,27.74%,8.24%,0.58,-2.23,8.51,-8.45,76.27,-23.89,16,0,41,-15.48%,24.01%,0.53,13.15
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_8x_20%_T2.4_3.0R_96H,8,0.20,162,78,84,40.74%,-29.64%,703.59,35.86%,18.68%,0.79,-1.83,16.98,-14.76,124.79,-45.72,12,0,55,-9.67%,31.79%,0.86,12.16
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_8x_20%_T2.4_3.0R_168H,8,0.20,162,78,84,40.74%,-29.64%,703.59,35.86%,18.68%,0.79,-1.83,16.98,-14.76,124.79,-45.72,12,0,55,-9.67%,31.79%,0.86,12.16
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_8x_20%_T2.4_3.0R_336H,8,0.20,162,78,84,40.74%,-29.64%,703.59,35.86%,18.68%,0.79,-1.83,16.98,-14.76,124.79,-45.72,12,0,55,-9.67%,31.79%,0.86,12.16
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T3_无固定止盈_96H,8,0.15,127,61,66,37.01%,-22.04%,779.56,28.50%,17.31%,0.80,-1.74,18.98,-13.91,148.02,-38.56,18,0,47,-14.70%,28.50%,0.74,18.13
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_15%_T3_3.0R_168H,8,0.15,114,55,59,35.09%,-19.70%,803.01,29.52%,11.22%,0.80,-1.73,20.33,-13.65,113.21,-40.90,13,0,39,-17.88%,29.52%,0.58,19.08
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_15%_T3_3.0R_336H,8,0.15,114,55,59,35.09%,-19.70%,803.01,29.52%,11.22%,0.80,-1.73,20.33,-13.65,113.21,-40.90,13,0,39,-17.88%,29.52%,0.58,19.08
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_15%_T2.4_3.0R_336H,5,0.15,60,28,32,30.00%,-23.31%,766.94,26.28%,8.57%,0.60,-3.88,19.29,-13.82,70.14,-40.46,14,0,23,-18.93%,24.01%,0.33,51.25
1H波动压缩突破_R72_Q0.2_S2.2_8x_20%_T3_3.0R_96H,8,0.20,30,14,16,30.00%,-15.62%,843.82,27.27%,17.05%,0.59,-5.21,24.77,-18.05,70.01,-36.35,10,0,17,-24.08%,26.05%,0.13,12.81
1H波动压缩突破_R72_Q0.2_S2.2_8x_20%_T3_3.0R_168H,8,0.20,30,14,16,30.00%,-15.62%,843.82,27.27%,17.05%,0.59,-5.21,24.77,-18.05,70.01,-36.35,10,0,17,-24.08%,26.05%,0.13,12.81
1H波动压缩突破_R72_Q0.2_S2.2_8x_20%_T3_3.0R_336H,8,0.20,30,14,16,30.00%,-15.62%,843.82,27.27%,17.05%,0.59,-5.21,24.77,-18.05,70.01,-36.35,10,0,17,-24.08%,26.05%,0.13,12.81
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_10x_15%_T3_3.0R_168H,10,0.15,41,19,22,34.15%,-9.00%,909.96,41.45%,20.43%,0.92,-2.20,77.07,-43.30,304.11,-139.11,8,0,16,-14.97%,41.45%,0.76,65.26
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T3_3.0R_168H,5,0.20,116,58,58,37.07%,-17.41%,825.90,29.16%,12.05%,0.81,-1.50,17.36,-12.61,98.82,-35.46,14,0,42,-19.68%,29.16%,0.53,19.25
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T3_3.0R_336H,5,0.20,116,58,58,37.07%,-17.41%,825.90,29.16%,12.05%,0.81,-1.50,17.36,-12.61,98.82,-35.46,14,0,42,-19.68%,29.16%,0.53,19.25
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T3_3.0R_168H,10,0.10,116,58,58,37.07%,-17.41%,825.90,29.16%,12.05%,0.81,-1.50,17.36,-12.61,98.82,-35.46,14,0,42,-19.68%,29.16%,0.53,19.25
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T3_3.0R_336H,10,0.10,116,58,58,37.07%,-17.41%,825.90,29.16%,12.05%,0.81,-1.50,17.36,-12.61,98.82,-35.46,14,0,42,-19.68%,29.16%,0.53,19.25
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_15%_T3_3.0R_96H,8,0.15,115,56,59,34.78%,-20.01%,799.93,29.52%,11.22%,0.80,-1.74,20.42,-13.56,112.77,-40.74,13,0,39,-17.88%,29.52%,0.58,18.42
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_8x_20%_T3_无固定止盈_336H,8,0.20,39,18,21,41.03%,1.63%,1016.26,38.67%,23.07%,1.01,0.42,73.26,-50.26,238.15,-139.68,8,0,16,-23.18%,38.67%,0.54,83.80
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_8x_20%_T2.4_无固定止盈_336H,8,0.20,42,19,23,30.95%,-19.53%,804.71,31.32%,12.92%,0.77,-4.65,49.49,-28.92,147.45,-81.34,12,0,15,-18.16%,28.33%,0.48,51.02
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_10%_T2.4_无固定止盈_336H,8,0.10,49,22,27,26.53%,-22.94%,770.57,25.07%,7.97%,0.56,-4.68,22.67,-14.56,71.08,-37.61,16,0,19,-18.37%,23.81%,0.31,46.68
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_15%_T2.4_3.0R_336H,5,0.15,53,24,29,28.30%,-23.37%,766.31,26.63%,7.49%,0.58,-4.41,21.22,-14.53,74.41,-35.00,15,0,20,-18.34%,23.46%,0.30,46.48
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T3_3.0R_96H,5,0.20,117,59,58,36.75%,-17.67%,823.26,29.16%,12.05%,0.81,-1.51,17.44,-12.52,98.51,-35.34,14,0,42,-19.68%,29.16%,0.53,18.60
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T3_3.0R_96H,10,0.10,117,59,58,36.75%,-17.67%,823.26,29.16%,12.05%,0.81,-1.51,17.44,-12.52,98.51,-35.34,14,0,42,-19.68%,29.16%,0.53,18.60
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_8x_15%_T3_3.0R_96H,8,0.15,66,30,36,36.36%,-21.20%,788.04,34.97%,18.47%,0.81,-3.21,37.21,-26.31,125.60,-68.23,8,0,24,-15.33%,34.97%,0.72,53.41
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_15%_T2.4_无固定止盈_96H,5,0.15,129,64,65,36.43%,-23.73%,762.74,26.18%,9.20%,0.63,-1.84,8.67,-7.86,75.03,-23.46,19,0,46,-16.21%,24.18%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_15%_T2.4_无固定止盈_168H,5,0.15,129,64,65,36.43%,-23.73%,762.74,26.18%,9.20%,0.63,-1.84,8.67,-7.86,75.03,-23.46,19,0,46,-16.21%,24.18%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_15%_T2.4_无固定止盈_336H,5,0.15,129,64,65,36.43%,-23.73%,762.74,26.18%,9.20%,0.63,-1.84,8.67,-7.86,75.03,-23.46,19,0,46,-16.21%,24.18%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T3_无固定止盈_168H,5,0.20,110,54,56,36.36%,-18.32%,816.76,29.16%,12.05%,0.79,-1.67,16.79,-12.21,133.78,-34.61,14,0,41,-18.62%,29.16%,0.56,20.10
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T3_无固定止盈_336H,5,0.20,110,54,56,36.36%,-18.32%,816.76,29.16%,12.05%,0.79,-1.67,16.79,-12.21,133.78,-34.61,14,0,41,-18.62%,29.16%,0.56,20.10
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T3_无固定止盈_168H,10,0.10,110,54,56,36.36%,-18.32%,816.76,29.16%,12.05%,0.79,-1.67,16.79,-12.21,133.78,-34.61,14,0,41,-18.62%,29.16%,0.56,20.10
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T3_无固定止盈_336H,10,0.10,110,54,56,36.36%,-18.32%,816.76,29.16%,12.05%,0.79,-1.67,16.79,-12.21,133.78,-34.61,14,0,41,-18.62%,29.16%,0.56,20.10
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_8x_10%_T2.4_无固定止盈_336H,8,0.10,47,22,25,25.53%,-26.92%,730.82,26.92%,9.94%,0.45,-5.73,18.02,-13.87,66.26,-41.59,15,0,18,-16.95%,22.48%,0.33,45.38
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,111,55,56,36.04%,-18.58%,814.16,29.16%,12.05%,0.78,-1.67,16.88,-12.13,133.36,-34.50,14,0,41,-18.62%,29.16%,0.56,19.41
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,111,55,56,36.04%,-18.58%,814.16,29.16%,12.05%,0.78,-1.67,16.88,-12.13,133.36,-34.50,14,0,41,-18.62%,29.16%,0.56,19.41
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,42,18,24,28.57%,-32.11%,678.94,32.11%,9.80%,0.46,-7.64,22.36,-19.65,90.31,-46.71,10,0,15,-15.26%,23.43%,0.46,42.91
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_15%_T2.4_3.0R_96H,8,0.15,139,69,70,38.85%,-22.08%,779.19,29.14%,14.74%,0.78,-1.59,14.72,-11.95,106.67,-38.54,19,0,48,-13.83%,29.00%,0.70,13.21
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,139,69,70,38.85%,-22.08%,779.19,29.14%,14.74%,0.78,-1.59,14.72,-11.95,106.67,-38.54,19,0,48,-13.83%,29.00%,0.70,13.21
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,139,69,70,38.85%,-22.08%,779.19,29.14%,14.74%,0.78,-1.59,14.72,-11.95,106.67,-38.54,19,0,48,-13.83%,29.00%,0.70,13.21
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_5x_20%_T3_3.0R_168H,5,0.20,132,64,68,37.88%,-19.95%,800.47,27.36%,16.36%,0.80,-1.51,16.40,-12.43,93.40,-33.51,18,0,49,-17.63%,27.36%,0.64,17.81
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_5x_20%_T3_3.0R_336H,5,0.20,132,64,68,37.88%,-19.95%,800.47,27.36%,16.36%,0.80,-1.51,16.40,-12.43,93.40,-33.51,18,0,49,-17.63%,27.36%,0.64,17.81
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_10x_10%_T3_3.0R_168H,10,0.10,132,64,68,37.88%,-19.95%,800.47,27.36%,16.36%,0.80,-1.51,16.40,-12.43,93.40,-33.51,18,0,49,-17.63%,27.36%,0.64,17.81
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_10x_10%_T3_3.0R_336H,10,0.10,132,64,68,37.88%,-19.95%,800.47,27.36%,16.36%,0.80,-1.51,16.40,-12.43,93.40,-33.51,18,0,49,-17.63%,27.36%,0.64,17.81
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_8x_10%_T2.4_无固定止盈_96H,8,0.10,145,71,74,39.31%,-28.61%,713.90,29.92%,13.34%,0.62,-1.97,8.05,-8.46,75.70,-23.72,12,0,52,-16.62%,25.42%,0.56,12.65
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_8x_10%_T2.4_无固定止盈_168H,8,0.10,145,71,74,39.31%,-28.61%,713.90,29.92%,13.34%,0.62,-1.97,8.05,-8.46,75.70,-23.72,12,0,52,-16.62%,25.42%,0.56,12.65
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_8x_10%_T2.4_无固定止盈_336H,8,0.10,145,71,74,39.31%,-28.61%,713.90,29.92%,13.34%,0.62,-1.97,8.05,-8.46,75.70,-23.72,12,0,52,-16.62%,25.42%,0.56,12.65
1H波动压缩突破_R72_Q0.2_S2.2_8x_20%_T3_无固定止盈_96H,8,0.20,30,14,16,30.00%,-16.81%,831.91,27.27%,17.05%,0.55,-5.60,22.96,-17.84,51.54,-35.84,10,0,17,-24.08%,26.05%,0.13,12.82
1H波动压缩突破_R72_Q0.2_S2.2_8x_20%_T3_无固定止盈_168H,8,0.20,30,14,16,30.00%,-16.81%,831.91,27.27%,17.05%,0.55,-5.60,22.96,-17.84,51.54,-35.84,10,0,17,-24.08%,26.05%,0.13,12.82
1H波动压缩突破_R72_Q0.2_S2.2_8x_20%_T3_无固定止盈_336H,8,0.20,30,14,16,30.00%,-16.81%,831.91,27.27%,17.05%,0.55,-5.60,22.96,-17.84,51.54,-35.84,10,0,17,-24.08%,26.05%,0.13,12.82
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_5x_20%_T2.4_3.0R_168H,5,0.20,51,24,27,31.37%,-17.19%,828.13,28.06%,11.56%,0.75,-3.37,32.53,-19.78,97.56,-62.01,16,0,19,-20.19%,26.72%,0.34,49.90
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_10x_10%_T2.4_3.0R_168H,10,0.10,51,24,27,31.37%,-17.19%,828.13,28.06%,11.56%,0.75,-3.37,32.53,-19.78,97.56,-62.01,16,0,19,-20.19%,26.72%,0.34,49.90
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_10x_15%_T3_3.0R_336H,10,0.15,45,20,25,40.00%,5.53%,1055.29,44.69%,21.77%,1.04,1.23,82.12,-52.70,368.58,-168.60,9,0,18,-18.64%,44.69%,0.72,77.73
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_8x_10%_T2.4_3.0R_96H,8,0.10,71,32,39,33.80%,-28.53%,714.67,29.60%,11.41%,0.59,-4.02,16.92,-14.71,74.41,-38.88,7,0,25,-19.81%,25.38%,0.38,42.96
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_5x_20%_T3_3.0R_96H,5,0.20,133,65,68,37.59%,-20.21%,797.92,27.36%,16.36%,0.80,-1.52,16.46,-12.35,93.11,-33.41,18,0,49,-17.63%,27.36%,0.64,17.25
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_10x_10%_T3_3.0R_96H,10,0.10,133,65,68,37.59%,-20.21%,797.92,27.36%,16.36%,0.80,-1.52,16.46,-12.35,93.11,-33.41,18,0,49,-17.63%,27.36%,0.64,17.25
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_15%_T2.4_无固定止盈_336H,5,0.15,60,28,32,30.00%,-24.95%,750.49,26.28%,8.57%,0.56,-4.16,17.89,-13.61,65.36,-39.59,14,0,23,-18.93%,24.01%,0.33,51.28
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_15%_T2.4_3.0R_96H,8,0.15,140,69,71,38.57%,-22.74%,772.61,29.14%,14.74%,0.78,-1.62,14.56,-11.79,105.77,-38.22,19,0,48,-13.83%,29.00%,0.70,13.18
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,140,69,71,38.57%,-22.74%,772.61,29.14%,14.74%,0.78,-1.62,14.56,-11.79,105.77,-38.22,19,0,48,-13.83%,29.00%,0.70,13.18
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,140,69,71,38.57%,-22.74%,772.61,29.14%,14.74%,0.78,-1.62,14.56,-11.79,105.77,-38.22,19,0,48,-13.83%,29.00%,0.70,13.18
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_15%_T2.4_无固定止盈_96H,8,0.15,125,61,64,38.40%,-26.99%,730.06,29.46%,11.31%,0.70,-2.16,13.14,-11.70,113.81,-36.15,16,0,41,-14.41%,27.35%,0.65,12.96
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_15%_T2.4_无固定止盈_168H,8,0.15,125,61,64,38.40%,-26.99%,730.06,29.46%,11.31%,0.70,-2.16,13.14,-11.70,113.81,-36.15,16,0,41,-14.41%,27.35%,0.65,12.96
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,125,61,64,38.40%,-26.99%,730.06,29.46%,11.31%,0.70,-2.16,13.14,-11.70,113.81,-36.15,16,0,41,-14.41%,27.35%,0.65,12.96
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_8x_10%_T2.4_3.0R_96H,8,0.10,131,65,66,36.64%,-23.95%,760.52,26.58%,9.79%,0.66,-1.83,9.54,-8.40,69.93,-24.92,19,0,47,-15.90%,25.58%,0.56,13.35
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_8x_10%_T2.4_3.0R_168H,8,0.10,131,65,66,36.64%,-23.95%,760.52,26.58%,9.79%,0.66,-1.83,9.54,-8.40,69.93,-24.92,19,0,47,-15.90%,25.58%,0.56,13.35
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_8x_10%_T2.4_3.0R_336H,8,0.10,131,65,66,36.64%,-23.95%,760.52,26.58%,9.79%,0.66,-1.83,9.54,-8.40,69.93,-24.92,19,0,47,-15.90%,25.58%,0.56,13.35
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_15%_T2.4_无固定止盈_336H,5,0.15,53,24,29,28.30%,-25.01%,749.88,26.63%,7.49%,0.54,-4.72,19.53,-14.29,65.77,-34.25,15,0,20,-18.34%,23.46%,0.30,46.51
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,40,18,22,27.50%,-29.17%,708.27,30.62%,9.80%,0.49,-7.29,25.55,-19.75,95.30,-49.29,12,0,15,-16.23%,24.31%,0.44,43.59
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T3_无固定止盈_168H,5,0.20,111,54,57,36.04%,-20.07%,799.30,29.16%,12.05%,0.77,-1.81,16.48,-12.11,130.92,-33.87,14,0,41,-18.62%,29.16%,0.56,20.08
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T3_无固定止盈_336H,5,0.20,111,54,57,36.04%,-20.07%,799.30,29.16%,12.05%,0.77,-1.81,16.48,-12.11,130.92,-33.87,14,0,41,-18.62%,29.16%,0.56,20.08
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T3_无固定止盈_168H,10,0.10,111,54,57,36.04%,-20.07%,799.30,29.16%,12.05%,0.77,-1.81,16.48,-12.11,130.92,-33.87,14,0,41,-18.62%,29.16%,0.56,20.08
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T3_无固定止盈_336H,10,0.10,111,54,57,36.04%,-20.07%,799.30,29.16%,12.05%,0.77,-1.81,16.48,-12.11,130.92,-33.87,14,0,41,-18.62%,29.16%,0.56,20.08
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_10x_15%_T2.4_3.0R_96H,10,0.15,40,18,22,30.00%,-31.63%,683.74,33.36%,11.68%,0.54,-7.91,31.36,-24.74,115.93,-61.40,6,0,15,-17.04%,26.78%,0.51,38.12
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_8x_20%_T2.4_3.0R_336H,8,0.20,44,19,25,34.09%,-16.87%,831.33,33.18%,12.92%,0.81,-3.83,49.50,-31.42,162.66,-86.37,11,0,16,-20.38%,30.27%,0.46,51.32
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_10x_15%_T2.4_无固定止盈_96H,10,0.15,42,18,24,30.95%,-35.96%,640.44,36.79%,11.68%,0.48,-8.56,25.65,-23.89,105.45,-55.85,5,0,15,-14.56%,25.59%,0.57,37.34
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,112,55,57,35.71%,-20.33%,796.75,29.16%,12.05%,0.77,-1.81,16.58,-12.03,130.50,-33.76,14,0,41,-18.62%,29.16%,0.56,19.39
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,112,55,57,35.71%,-20.33%,796.75,29.16%,12.05%,0.77,-1.81,16.58,-12.03,130.50,-33.76,14,0,41,-18.62%,29.16%,0.56,19.39
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_5x_20%_T2.4_无固定止盈_168H,5,0.20,51,24,27,31.37%,-18.60%,813.97,28.06%,11.56%,0.73,-3.65,31.10,-19.53,95.89,-60.95,16,0,19,-20.19%,26.72%,0.34,49.87
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_10x_10%_T2.4_无固定止盈_168H,10,0.10,51,24,27,31.37%,-18.60%,813.97,28.06%,11.56%,0.73,-3.65,31.10,-19.53,95.89,-60.95,16,0,19,-20.19%,26.72%,0.34,49.87
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_10x_15%_T3_无固定止盈_336H,10,0.15,41,18,23,41.46%,1.28%,1012.77,39.20%,21.77%,1.01,0.31,67.24,-47.10,224.28,-130.50,8,0,17,-23.89%,39.20%,0.52,82.65
