win,ret,dd,pf,trades,liq,window,prox,rsi_low,rsi_high,mode,wick,stop_frac,tp_r,final
85.71428571428571,3.8406917349194325,9.30086778896266,1.2612771698837215,28,0,80,0.008,38,62,3,0.5,0.8,0.25,1038.4069173491944
85.71428571428571,3.8406917349194325,9.30086778896266,1.2612771698837215,28,0,80,0.008,38,62,4,0.5,0.8,0.25,1038.4069173491944
85.71428571428571,3.8384869852307713,9.300867788962659,1.2519986261393596,28,0,60,0.005,42,58,3,0.5,0.8,0.25,1038.3848698523077
85.71428571428571,3.8384869852307713,9.300867788962659,1.2519986261393596,28,0,60,0.005,42,58,4,0.5,0.8,0.25,1038.3848698523077
85.71428571428571,3.8384869852307713,9.300867788962659,1.2519986261393596,28,0,60,0.005,45,55,3,0.5,0.8,0.25,1038.3848698523077
85.71428571428571,3.8384869852307713,9.300867788962659,1.2519986261393596,28,0,60,0.005,45,55,4,0.5,0.8,0.25,1038.3848698523077
85.71428571428571,3.3635017495337705,8.57470083841,1.1733280219798756,35,1,60,0.012,35,65,3,0.4,0.8,0.25,1033.6350174953377
85.71428571428571,3.3635017495337705,8.57470083841,1.1733280219798756,35,1,60,0.012,35,65,4,0.4,0.8,0.25,1033.6350174953377
85.71428571428571,3.3624044347231985,9.00901133559508,1.1735246512373203,35,1,40,0.008,35,65,3,0.4,0.8,0.25,1033.624044347232
85.71428571428571,3.3624044347231985,9.00901133559508,1.1735246512373203,35,1,40,0.008,35,65,4,0.4,0.8,0.25,1033.624044347232
85.71428571428571,3.3599510476225447,8.57470083841,1.1700119796894755,35,1,120,0.012,42,58,3,0.4,0.8,0.25,1033.5995104762255
85.71428571428571,3.3599510476225447,8.57470083841,1.1700119796894755,35,1,120,0.012,42,58,4,0.4,0.8,0.25,1033.5995104762255
85.71428571428571,3.3577565050391778,10.587045886570165,1.1728041791397839,35,1,120,0.005,35,65,1,0.0,0.8,0.25,1033.5775650503917
85.71428571428571,3.3577565050391778,10.587045886570165,1.1728041791397839,35,1,120,0.005,35,65,2,0.0,0.8,0.25,1033.5775650503917
85.71428571428571,3.3577565050391778,8.574700838410001,1.170976516215843,35,1,120,0.02,38,62,3,0.4,0.8,0.25,1033.5775650503917
85.71428571428571,3.3577565050391778,8.574700838410001,1.170976516215843,35,1,120,0.02,38,62,4,0.4,0.8,0.25,1033.5775650503917
85.71428571428571,2.9927161031440885,5.1384991877710995,1.2277389988993581,28,0,80,0.008,35,65,3,0.5,0.7,0.25,1029.9271610314408
85.71428571428571,2.9927161031440885,5.1384991877710995,1.2277389988993581,28,0,80,0.008,35,65,4,0.5,0.7,0.25,1029.9271610314408
85.71428571428571,2.8660230368375172,5.808398450089664,1.2591799179965433,21,0,120,0.008,35,65,3,0.5,0.8,0.25,1028.660230368375
85.71428571428571,2.8660230368375172,5.808398450089664,1.2591799179965433,21,0,120,0.008,35,65,4,0.5,0.8,0.25,1028.660230368375
85.71428571428571,2.8660230368375172,7.865325969920925,1.2517746431575325,21,0,60,0.012,35,65,3,0.6,0.8,0.25,1028.660230368375
